eXoID	Setup
DOS02792	SETUP.EXE
DOS02793	Options during startup
DOS02794	Options during startup
DOS02795	No setup found
DOS02796	Options during startup
DOS02797	Options during startup
DOS02798	Options during startup
DOS02799	Options during startup
DOS02800	SETSOUND.BAT
DOS02803	No setup found
DOS02804	SETUP.EXE
DOS02805	SETSOUND.EXE
DOS02807	INSTALL.EXE
DOS02808	SETUP.EXE
DOS02809	Options during startup
DOS02810	SETSOUND.BAT
DOS02811	Options during startup
DOS02815	Options during startup
DOS02816	No setup found
DOS02817	SETUP.BAT
DOS02818	No setup found
DOS02819	Options during startup
DOS02822	SETSOUND.BAT
DOS02823	No setup found
DOS02824	No setup found
DOS02825	No setup found
DOS02827	Options during startup
DOS02828	INSTALL.EXE
DOS02829	No setup found
DOS02830	No setup found
DOS02831	Options during startup
DOS02833	INSTALL.EXE
DOS02834	SETUP.BAT
DOS02835	SETUP.EXE
DOS02836	SETUP.EXE
DOS02837	INSTALL.EXE
DOS02838	No setup found
DOS02839	SETUP.EXE
DOS02840	No setup found
DOS02842	Options during startup
DOS02843	Options during startup
DOS02844	Options during startup
DOS02846	Options during startup
DOS02847	No setup found
DOS02848	INSTALL.EXE
DOS02849	SETUP.EXE
DOS02850	Options during startup
DOS02851	SETUP.EXE
DOS02852	No setup found
DOS02853	SETUP.BAT
DOS02855	Config File
DOS02856	Options during startup
DOS02857	INSTALL.EXE
DOS02858	Options during startup
DOS02860	No setup found
DOS02861	No setup found
DOS02862	No setup found
DOS02863	No setup found
DOS02864	INSTALL.EXE
DOS02865	No setup found
DOS02866	Optional executeables
DOS02872	No setup found
DOS02873	SETUP.EXE
DOS02874	No setup found
DOS02876	SETSOUND.EXE
DOS02877	SETSOUND.EXE
DOS02878	Options during startup
DOS02879	Options during startup
DOS02880	No setup found
DOS02881	install.exe
DOS02882	No setup found
DOS02883	No setup found
DOS02884	No setup found
DOS02885	No setup found
DOS02892	SETSOUND.EXE
DOS02893	No setup found
DOS02894	No setup found
DOS02895	JAN_SETU.BAT
DOS02897	SETUP.EXE
DOS02898	SETUP.EXE
DOS02899	No setup found
DOS02901	INSTALL.EXE
DOS02904	No setup found
DOS02905	Options during startup
DOS02906	No setup found
DOS02907	No setup found
DOS02908	No setup found
DOS02909	SETUP.EXE
DOS02910	No setup found
DOS02911	No setup found
DOS02912	CONFIG.EXE
DOS02914	MENU.EXE
DOS02915	No setup found
DOS02916	No setup found
DOS02917	Options during startup
DOS02918	Options during startup
DOS02919	Options during startup
DOS02921	No setup found
DOS02923	Options during startup
DOS02924	No setup found
DOS02925	No setup found
DOS02927	No setup found
DOS02929	Options during startup
DOS02930	Options during startup
DOS02931	No setup found
DOS02932	INSTALL.COM
DOS02933	No setup found
DOS02934	No setup found
DOS02935	No setup found
DOS02936	No setup found
DOS02937	No setup found
DOS02938	SETSOUND.EXE
DOS02941	D:\INSTALL.EXE
DOS02942	SETSOUND.BAT
DOS02943	No setup found
DOS02944	No setup found
DOS02945	No setup found
DOS02946	No setup found
DOS02947	CONFIG.BAT
DOS02948	No setup found
DOS02949	SETUP.EXE
DOS02951	Options during startup
DOS02952	No setup found
DOS02953	SETUP.EXE
DOS02954	SETUP.EXE
DOS02955	Options during startup
DOS02956	SETSOUND.EXE
DOS02957	SETSOUND.EXE
DOS02958	No setup found
DOS02959	Options during startup
DOS02960	Options during startup
DOS02961	INSTALL.EXE
DOS02962	No setup found
DOS02963	No setup found
DOS02964	SETSOUND.BAT
DOS02965	No setup found
DOS02966	No setup found
DOS02967	JPFIX.COM
DOS02968	SETUP.EXE
DOS02969	AUD_EDIT.EXE
DOS02970	No setup found
DOS02971	No setup found
DOS02972	No setup found
DOS02974	No setup found
DOS02975	No setup found
DOS02976	No setup found
DOS02977	No setup found
DOS02978	No setup found
DOS02979	install.exe
DOS02980	SETUP.EXE
DOS02981	Parameters added to boot command
DOS02982	No setup found
DOS02983	SETUP.EXE
DOS02984	No setup found
DOS02985	No setup found
DOS02986	No setup found
DOS02987	No setup found
DOS02988	Options during startup
DOS02989	No setup found
DOS02990	SETUP.EXE
DOS02991	SETUP.EXE
DOS02992	No setup found
DOS02993	No setup found
DOS02994	No setup found
DOS02995	No setup found
DOS02996	No setup found
DOS02997	No setup found
DOS02998	No setup found
DOS02999	No setup found
DOS03000	INSTALL.EXE
DOS03001	No setup found
DOS03002	No setup found
DOS03003	SETUP.EXE
DOS03004	No setup found
DOS03005	Options during startup
DOS03006	No setup found
DOS03007	INSTALL.EXE
DOS03008	No setup found
DOS03010	No setup found
DOS03011	No setup found
DOS03012	INSTALL.EXE
DOS03013	INSTALL.EXE
DOS03014	INSTALL.EXE
DOS03015	INSTALL.EXE
DOS03016	No setup found
DOS03017	No setup found
DOS03018	No setup found
DOS03019	Options during startup
DOS03020	Options during startup
DOS03022	No setup found
DOS03023	Optional executeables
DOS03024	No setup found
DOS03025	Options during startup
DOS03026	No setup found
DOS03027	Options during startup
DOS03028	Options during startup
DOS03029	INSTALL.EXE
DOS03030	No setup found
DOS03032	Options during startup
DOS03033	No setup found
DOS03034	KOPSETUP.EXE
DOS03035	No setup found
DOS03036	No setup found
DOS03038	Optional executeables
DOS03039	No setup found
DOS03041	Options during startup
DOS03042	Options during startup
DOS03043	No setup found
DOS03044	No setup found
DOS03045	No setup found
DOS03046	Options during startup
DOS03047	No setup found
DOS03048	Options during startup
DOS03051	SETUP.BAT
DOS03052	No setup found
DOS03053	No setup found
DOS03055	Options during startup
DOS03056	Options during startup
DOS03057	No setup found
DOS03062	No setup found
DOS03063	Options during startup
DOS03064	No setup found
DOS03065	No setup found
DOS03066	No setup found
DOS03067	No setup found
DOS03068	No setup found
DOS03069	Options during startup
DOS03070	No setup found
DOS03072	No setup found
DOS03074	SETUP.EXE
DOS03075	SETUP.EXE
DOS03076	No setup found
DOS03078	No setup found
DOS03079	No setup found
DOS03080	No setup found
DOS03081	No setup found
DOS03082	Options during startup
DOS03083	Options during startup
DOS03084	Options during startup
DOS03085	No setup found
DOS03087	SETSOUND.EXE
DOS03088	D:\INSTALL.EXE
DOS03089	Options during startup
DOS03091	No setup found
DOS03092	No setup found
DOS03093	Options during startup
DOS03094	No setup found
DOS03095	No setup found
DOS03096	No setup found
DOS03097	Options during startup
DOS03098	Options during startup
DOS03099	SETUP.EXE
DOS03100	No setup found
DOS03101	No setup found
DOS03103	Options during startup
DOS03104	No setup found
DOS03105	INSTALL.EXE
DOS03106	No setup found
DOS03107	setup.exe
DOS03108	INSTALL.EXE
DOS03110	Options during startup
DOS03111	MYRSETUP.EXE
DOS03112	No setup found
DOS03113	No setup found
DOS03114	No setup found
DOS03115	No setup found
DOS03116	No setup found
DOS03118	No setup found
DOS03119	No setup found
DOS03120	No setup found
DOS03121	Options during startup
DOS03122	INSTALL.EXE
DOS03123	INSTALL.EXE
DOS03124	INSTALL.EXE
DOS03126	INSTALL.EXE
DOS03127	INSTALL.EXE
DOS03128	No setup found
DOS03129	INSTALL.EXE
DOS03136	INSTALL.EXE
DOS03137	INSTALL.EXE
DOS03138	SETUP.EXE
DOS03139	INSTALL.EXE
DOS03141	No setup found
DOS03142	No setup found
DOS03143	setup.exe
DOS03144	No setup found
DOS03146	No setup found
DOS03147	Parameters added to boot command
DOS03149	No setup found
DOS03151	No setup found
DOS03154	No setup found
DOS03155	JTUNER.EXE
DOS03156	No setup found
DOS03157	No setup found
DOS03158	No setup found
DOS03159	No setup found
DOS03160	No setup found
DOS03161	Options during startup
DOS03163	Options during startup
DOS03164	INSTALL.EXE
DOS03165	Options during startup
DOS03166	Options during startup
DOS03167	Options during startup
DOS03168	No setup found
DOS03190	No setup found
DOS03192	SETBLAST.EXE
DOS03193	No setup found
DOS03194	Options during startup
DOS03195	No setup found
DOS03196	INSTALL.EXE
DOS03197	SETUP.EXE
DOS03198	No setup found
DOS03200	SETSOUND.EXE
DOS03201	No setup found
DOS03202	No setup found
DOS03203	LLSETUP.EXE
DOS03204	No setup found
DOS03205	No setup found
DOS03206	Options during startup
DOS03207	SETUP.EXE
DOS03208	INSTALL.EXE
DOS03209	No setup found
DOS03210	Options during startup
DOS03212	SETUP.COM
DOS03213	Options during startup
DOS03214	Options during startup
DOS03215	No setup found
DOS03216	Options during startup
DOS03217	Parameters added to boot command
DOS03218	Options during startup
DOS03219	No setup found
DOS03220	SETUP.EXE
DOS03221	No setup found
DOS03222	No setup found
DOS03223	SETSOUND.EXE
DOS03224	SETUP.EXE
DOS03227	No setup found
DOS03228	Optional executeables
DOS03230	No setup found
DOS03232	No setup found
DOS03233	Options during startup
DOS03235	No setup found
DOS03236	Options during startup
DOS03237	No setup found
DOS03238	No setup found
DOS03240	SETUP.EXE
DOS03241	SETSOUND.EXE
DOS03242	INSTALL.EXE
DOS03243	SETUP.EXE
DOS03244	Options during startup
DOS03248	No setup found
DOS03249	SETUP.EXE
DOS03250	In-Game Menu
DOS03251	No setup found
DOS03252	No setup found
DOS03261	INSTALL.EXE
DOS03262	No setup found
DOS03263	INSTALL.EXE
DOS03265	No setup found
DOS03266	No setup found
DOS03267	No setup found
DOS03268	No setup found
DOS03269	No setup found
DOS03272	No setup found
DOS03273	setup.exe
DOS03274	No setup found
DOS03275	Options during startup
DOS03277	INSTALL.EXE
DOS03278	Options during startup
DOS03279	No setup found
DOS03280	SETSOUND.EXE
DOS03281	No setup found
DOS03282	No setup found
DOS03283	SETUP.EXE
DOS03284	No setup found
DOS03285	No setup found
DOS03286	No setup found
DOS03287	No setup found
DOS03288	setup.exe
DOS03289	No setup found
DOS03291	SNDSETUP.BAT
DOS03293	SNDSETUP.BAT
DOS03294	No setup found
DOS03295	No setup found
DOS03297	No setup found
DOS03298	Options during startup
DOS03299	SETUP.EXE
DOS03300	MC2INST.EXE
DOS03301	No setup found
DOS03302	Options during startup
DOS03303	No setup found
DOS03304	No setup found
DOS03306	No setup found
DOS03307	Options during startup
DOS03308	Options during startup
DOS03309	No setup found
DOS03310	setup.exe
DOS03312	INSTALL.EXE
DOS03313	No setup found
DOS03314	No setup found
DOS03316	No setup found
DOS03317	No setup found
DOS03318	SOUNDSET.EXE
DOS03319	No setup found
DOS03320	No setup found
DOS03321	No setup found
DOS03322	SETUP.EXE
DOS03323	No setup found
DOS03324	No setup found
DOS03325	No setup found
DOS03326	No setup found
DOS03327	No setup found
DOS03328	No setup found
DOS03329	No setup found
DOS03330	No setup found
DOS03331	No setup found
DOS03332	SETUP.EXE
DOS03333	SETUP.EXE
DOS03334	In-Game Menu
DOS03335	No setup found
DOS03336	No setup found
DOS03337	No setup found
DOS03338	No setup found
DOS03339	No setup found
DOS03340	Config File
DOS03341	No setup found
DOS03342	No setup found
DOS03343	No setup found
DOS03344	SETSOUND.BAT
DOS03345	No setup found
DOS03347	SETUP.EXE
DOS03348	No setup found
DOS03349	No setup found
DOS03350	No setup found
DOS03351	No setup found
DOS03352	No setup found
DOS03353	No setup found
DOS03354	No setup found
DOS03355	Options during startup
DOS03356	SOUND.BAT
DOS03357	No setup found
DOS03358	Options during startup
DOS03359	SETUP.BAT
DOS03360	SETUP.EXE
DOS03361	No setup found
DOS03363	No setup found
DOS03364	No setup found
DOS03365	Options during startup
DOS03368	INSTALL.EXE
DOS03369	PDCONFIG.EXE
DOS03370	No setup found
DOS03371	INSTALL.EXE
DOS03372	SETSOUND.BAT
DOS03378	Options during startup
DOS03379	No setup found
DOS03380	SETUP.EXE
DOS03381	No setup found
DOS03382	No setup found
DOS03383	No setup found
DOS03384	Options during startup
DOS03385	SOUND.BAT
DOS03386	SETUP.EXE
DOS03387	SETUP.EXE
DOS03389	install.com
DOS03390	No setup found
DOS03392	SETUP.EXE
DOS03393	No setup found
DOS03394	No setup found
DOS03395	Options during startup
DOS03396	SETUP.EXE
DOS03397	INSTALL.EXE
DOS03398	INSTALL.EXE
DOS03399	Options during startup
DOS03400	Options during startup
DOS03401	No setup found
DOS03402	No setup found
DOS03403	No setup found
DOS03404	No setup found
DOS03405	SETUP.EXE
DOS03406	Options during startup
DOS03407	Parameters added to boot command
DOS03408	No setup found
DOS03409	SETUP.EXE
DOS03410	SETUP.EXE
DOS03411	No setup found
DOS03413	setup.exe
DOS03414	SETUP.EXE
DOS03415	No setup found
DOS03416	No setup found
DOS03417	No setup found
DOS03418	No setup found
DOS03419	SETUP.BAT
DOS03420	SETSOUND.EXE
DOS03421	No setup found
DOS03422	No setup found
DOS03423	No setup found
DOS03424	No setup found
DOS03425	No setup found
DOS03426	SETUP.EXE
DOS03427	INSTALL.EXE
DOS03428	SETSOUND.EXE
DOS03429	No setup found
DOS03430	Optional executeables
DOS03433	No setup found
DOS03434	No setup found
DOS03435	No setup found
DOS03436	D:\INSTALL.EXE
DOS03438	No setup found
DOS03439	Options during startup
DOS03440	No setup found
DOS03441	No setup found
DOS03443	SETUP.EXE
DOS03445	No setup found
DOS03447	No setup found
DOS03448	No setup found
DOS03449	No setup found
DOS03450	No setup found
DOS03451	No setup found
DOS03452	Options during startup
DOS03453	No setup found
DOS03454	Options during startup
DOS03455	Options during startup
DOS03456	No setup found
DOS03458	No setup found
DOS03460	Optional executeables
DOS03463	SETSOUND.BAT
DOS03464	SETUP.EXE
DOS03465	No setup found
DOS03466	No setup found
DOS03468	SETUP.EXE
DOS03471	No setup found
DOS03472	No setup found
DOS03474	Options during startup
DOS03475	Options during startup
DOS03476	Options during startup
DOS03477	SOUND.BAT
DOS03478	INSTALL.EXE
DOS03488	No setup found
DOS03489	No setup found
DOS03490	D:\INSTALL.EXE
DOS03491	SETUP.EXE
DOS03494	Options during startup
DOS03496	SETUP.EXE
DOS03498	No setup found
DOS03503	No setup found
DOS03505	Options during startup
DOS03506	SOUND.BAT
DOS03507	Options during startup
DOS03508	SETSOUND.EXE
DOS03509	No setup found
DOS03510	No setup found
DOS03511	No setup found
DOS03513	INSTALL.EXE
DOS03514	Options during startup
DOS03515	No setup found
DOS03516	SOUNDSET.EXE
DOS03517	INSTALL.BAT
DOS03520	No setup found
DOS03521	Options during startup
DOS03523	install.exe
DOS03524	CONFIG.BAT
DOS03525	Options during startup
DOS03526	INSTALL.EXE
DOS03527	INSTALL.EXE
DOS03528	No setup found
DOS03529	Options during startup
DOS03530	No setup found
DOS03531	Options during startup
DOS03532	No setup found
DOS03533	No setup found
DOS03534	SETUP.EXE
DOS03536	No setup found
DOS03542	Options during startup
DOS03543	Options during startup
DOS03544	SETUP.COM
DOS03548	SETUP.EXE
DOS03552	No setup found
DOS03553	No setup found
DOS03554	Options during startup
DOS03555	No setup found
DOS03556	JOYSTICK.EXE
DOS03557	No setup found
DOS03558	No setup found
DOS03559	INSTALL.EXE
DOS03560	INSTALL.EXE
DOS03561	No setup found
DOS03563	INSTALL.EXE
DOS03566	INSTALL.EXE
DOS03567	No setup found
DOS03568	SETUP.EXE
DOS03570	No setup found
DOS03571	SETUP.BAT
DOS03572	Options during startup
DOS03573	No setup found
DOS03574	SETSOUND.EXE
DOS03575	MITESCFG.EXE
DOS03576	No setup found
DOS03577	No setup found
DOS03578	No setup found
DOS03579	No setup found
DOS03580	Options during startup
DOS03582	No setup found
DOS03583	SETUP.EXE
DOS03584	Options during startup
DOS03586	No setup found
DOS03588	No setup found
DOS03590	No setup found
DOS03591	No setup found
DOS03592	INSTALL.EXE
DOS03593	SETUP.BAT
DOS03594	No setup found
DOS03596	No setup found
DOS03597	install.exe
DOS03598	No setup found
DOS03599	INSTALL.EXE
DOS03600	SETUP.EXE
DOS03601	No setup found
DOS03602	SETUP.EXE
DOS03603	No setup found
DOS03604	No setup found
DOS03605	Parameters added to boot command
DOS03609	No setup found
DOS03610	SETUP.EXE
DOS03611	No setup found
DOS03612	Options during startup
DOS03613	No setup found
DOS03614	MSETUP.EXE
DOS03615	Optional executeables
DOS03616	No setup found
DOS03617	No setup found
DOS03618	Options during startup
DOS03619	No setup found
DOS03620	Options during startup
DOS03621	No setup found
DOS03622	Options during startup
DOS03623	No setup found
DOS03624	Options during startup
DOS03626	Options during startup
DOS03627	Options during startup
DOS03628	No setup found
DOS03629	Options during startup
DOS03630	Options during startup
DOS03632	No setup found
DOS03633	Options during startup
DOS03634	Optional executeables
DOS03635	SETUP.BAT
DOS03636	SETSOUND.EXE
DOS03637	SETSOUND.EXE
DOS03638	Embedded in batchfile
DOS03639	SETSOUND.EXE
DOS03640	Options during startup
DOS03641	No setup found
DOS03642	No setup found
DOS03643	Options during startup
DOS03644	No setup found
DOS03645	No setup found
DOS03646	SETUP.EXE
DOS03648	No setup found
DOS03649	SOUND.EXE
DOS03650	No setup found
DOS03651	No setup found
DOS03653	No setup found
DOS03654	No setup found
DOS03655	No setup found
DOS03656	No setup found
DOS03658	No setup found
DOS03660	No setup found
DOS03662	No setup found
DOS03663	No setup found
DOS03664	Optional executeables
DOS03665	No setup found
DOS03666	No setup found
DOS03667	Options during startup
DOS03668	Options during startup
DOS03669	SETUP.EXE
DOS03670	No setup found
DOS03671	D:\INSTALL.EXE
DOS03672	No setup found
DOS03674	No setup found
DOS03675	No setup found
DOS03676	No setup found
DOS03677	No setup found
DOS03678	Options during startup
DOS03679	No setup found
DOS03682	No setup found
DOS03683	No setup found
DOS03684	No setup found
DOS03685	No setup found
DOS03686	Options during startup
DOS03687	No setup found
DOS03688	INSTALL.BAT
DOS03689	No setup found
DOS03690	No setup found
DOS03691	SETUP.EXE
DOS03692	SETUP.EXE
DOS03694	SNDSETUP.EXE
DOS03695	Options during startup
DOS03696	Options during startup
DOS03697	Options during startup
DOS03698	SVGATEST.BAT
DOS03699	Options during startup
DOS03700	No setup found
DOS03701	No setup found
DOS03703	SETUP.EXE
DOS03704	No setup found
DOS03705	SETUP.EXE
DOS03706	No setup found
DOS03707	No setup found
DOS03709	JCU.EXE
DOS03710	D:\INSTALL.EXE
DOS03711	SETSOUND.EXE
DOS03712	SETSOUND.EXE
DOS03713	No setup found
DOS03714	SETSOUND.BAT
DOS03715	No setup found
DOS03717	Options during startup
DOS03720	No setup found
DOS03721	SOUND.EXE
DOS03722	SETUP.EXE
DOS03723	No setup found
DOS03724	Options during startup
DOS03725	No setup found
DOS03726	Options during startup
DOS03728	No setup found
DOS03729	SETD.EXE
DOS03730	No setup found
DOS03732	No setup found
DOS03733	Options during startup
DOS03735	SETSOUND.BAT
DOS03736	SETSOUND.BAT
DOS03737	SETUP.EXE
DOS03738	D:\INSTALL.EXE
DOS03739	SETUP.EXE
DOS03740	DOSSETUP.EXE
DOS03742	No setup found
DOS03743	Options during startup
DOS03744	Options during startup
DOS03745	Options during startup
DOS03746	No setup found
DOS03747	Options during startup
DOS03748	Options during startup
DOS03749	Options during startup
DOS03750	No setup found
DOS03751	D:\SETUP.EXE
DOS03752	SETSOUND.EXE
DOS03754	No setup found
DOS03755	No setup found
DOS03756	Options during startup
DOS03757	Options during startup
DOS03758	NJCONFIG.EXE
DOS03759	joy.bat
DOS03760	No setup found
DOS03761	No setup found
DOS03762	No setup found
DOS03764	Options during startup
DOS03765	No setup found
DOS03766	No setup found
DOS03767	INSTALL.EXE
DOS03768	Options during startup
DOS03769	NOGSETUP.EXE
DOS03770	No setup found
DOS03771	No setup found
DOS03772	No setup found
DOS03773	INSTALL.EXE
DOS03774	No setup found
DOS03775	Options during startup
DOS03776	No setup found
DOS03777	INSTALL.COM
DOS03778	SETUP.EXE
DOS03779	No setup found
DOS03780	No setup found
DOS03781	No setup found
DOS03782	No setup found
DOS03786	No setup found
DOS03788	No setup found
DOS03789	INSTALL.EXE
DOS03790	Options during startup
DOS03791	No setup found
DOS03792	SOUND.EXE
DOS03793	Options during startup
DOS03794	Options during startup
DOS03795	Options during startup
DOS03796	SETUP.EXE
DOS03797	SETSOUND.EXE
DOS03799	SETUP.EXE
DOS03800	Options during startup
DOS03801	No setup found
DOS03802	No setup found
DOS03803	Options during startup
DOS03804	No setup found
DOS03805	INSTALL.EXE
DOS03807	SETUP.EXE
DOS03808	No setup found
DOS03809	No setup found
DOS03810	Options during startup
DOS03811	No setup found
DOS03812	SETUP.BAT
DOS03813	No setup found
DOS03814	No setup found
DOS03815	No setup found
DOS03816	No setup found
DOS03817	OMNICRON.EXE
DOS03818	No setup found
DOS03819	No setup found
DOS03820	INSTALL.EXE
DOS03822	Options during startup
DOS03823	No setup found
DOS03824	No setup found
DOS03825	SETUP.EXE
DOS03826	SETUP.EXE
DOS03827	No setup found
DOS03828	No setup found
DOS03829	No setup found
DOS03831	SETUP.EXE
DOS03832	SETUP.EXE
DOS03833	SETUP.EXE
DOS03834	No setup found
DOS03835	No setup found
DOS03836	SETUP.BAT
DOS03837	No setup found
DOS03838	SETUP.EXE
DOS03839	No setup found
DOS03840	SETUP.EXE
DOS03841	No setup found
DOS03842	Options during startup
DOS03843	Options during startup
DOS03844	No setup found
DOS03845	No setup found
DOS03846	No setup found
DOS03848	No setup found
DOS03849	No setup found
DOS03850	Options during startup
DOS03851	SETUP.EXE
DOS03852	SETSOUND.EXE
DOS03853	SETUP.EXE
DOS03854	SETUP.EXE
DOS03855	No setup found
DOS03856	SETD.EXE
DOS03858	No setup found
DOS03860	No setup found
DOS03861	No setup found
DOS03863	No setup found
DOS03864	SETUP.EXE
DOS03866	Setup.exe
DOS03868	Options during startup
DOS03869	INSTALL.EXE
DOS03870	SETUP.EXE
DOS03871	Parameters added to boot command
DOS03873	INSTALL.COM
DOS03874	No setup found
DOS03876	Options during startup
DOS03877	Options during startup
DOS03879	No setup found
DOS03882	Options during startup
DOS03883	No setup found
DOS03884	INSTALL.EXE
DOS03886	SETUP.COM
DOS03888	No setup found
DOS03889	Options during startup
DOS03890	Options during startup
DOS03891	No setup found
DOS03892	Options during startup
DOS03893	INSTALL.EXE
DOS03896	No setup found
DOS03897	No setup found
DOS03900	No setup found
DOS03901	BALLCFG.EXE
DOS03902	SETUP.EXE
DOS03903	No setup found
DOS03904	No setup found
DOS03905	Options during startup
DOS03906	No setup found
DOS03907	SOUND.BAT
DOS03909	Options during startup
DOS03910	SETUP.EXE
DOS03911	Options during startup
DOS03912	No setup found
DOS03913	No setup found
DOS03914	SETUP.EXE
DOS03915	Options during startup
DOS03916	Options during startup
DOS03917	No setup found
DOS03918	No setup found
DOS03919	No setup found
DOS03920	No setup found
DOS03921	No setup found
DOS03922	No setup found
DOS03923	No setup found
DOS03924	No setup found
DOS03925	No setup found
DOS03926	SETUP.EXE
DOS03927	No setup found
DOS03928	Options during startup
DOS03929	No setup found
DOS03932	SETUP.EXE
DOS03933	No setup found
DOS03934	No setup found
DOS03935	No setup found
DOS03936	No setup found
DOS03938	SETUP.EXE
DOS03939	No setup found
DOS03940	No setup found
DOS03942	config.bat
DOS03943	Options during startup
DOS03944	CONFIG.EXE
DOS03945	No setup found
DOS03946	Options during startup
DOS03947	No setup found
DOS03948	No setup found
DOS03949	No setup found
DOS03952	install.exe
DOS03953	SETUP.EXE
DOS03954	INSTALL.EXE
DOS03957	PGSETUP.EXE
DOS03960	No setup found
DOS03964	No setup found
DOS03965	No setup found
DOS03966	No setup found
DOS03968	Parameters added to boot command
DOS03969	No setup found
DOS03970	SETSOUND.EXE
DOS03971	No setup found
DOS03972	No setup found
DOS03975	No setup found
DOS03976	No setup found
DOS03978	No setup found
DOS03980	No setup found
DOS03981	No setup found
DOS03982	INST.EXE
DOS03984	No setup found
DOS03985	No setup found
DOS03986	No setup found
DOS03988	No setup found
DOS03989	No setup found
DOS03990	No setup found
DOS03991	Options during startup
DOS03992	INSTALL.BAT
DOS03993	No setup found
DOS03994	No setup found
DOS03995	No setup found
DOS03997	SETUP.EXE
DOS03998	No setup found
DOS04000	SETSOUND.COM
DOS04001	SETSOUND.EXE
DOS04003	SETSOUND.EXE
DOS04004	SETSOUND.EXE
DOS04007	Embedded in batchfile
DOS04010	Options during startup
DOS04011	SETSOUND.EXE
DOS04012	SETUP.EXE
DOS04013	No setup found
DOS04014	SETSND.EXE
DOS04016	No setup found
DOS04017	No setup found
DOS04018	SETUP.EXE
DOS04019	No setup found
DOS04021	INSTALL.EXE
DOS04022	No setup found
DOS04023	No setup found
DOS04024	No setup found
DOS04025	Options during startup
DOS04026	No setup found
DOS04027	No setup found
DOS04028	INSTALL.EXE
DOS04029	No setup found
DOS04030	config.exe
DOS04031	No setup found
DOS04032	No setup found
DOS04033	Install.exe
DOS04034	SETUP.EXE
DOS04035	No setup found
DOS04036	SETUP.EXE
DOS04038	No setup found
DOS04039	SETUP.EXE
DOS04041	Optional executeables
DOS04046	No setup found
DOS04047	No setup found
DOS04048	No setup found
DOS04049	SBCONFIG.EXE
DOS04050	No setup found
DOS04055	No setup found
DOS04056	SNDSETUP.EXE
DOS04057	No setup found
DOS04058	INSTALL.BAT
DOS04059	INSTALL.BAT
DOS04061	No setup found
DOS04062	INSTALL.BAT
DOS04064	No setup found
DOS04065	No setup found
DOS04066	Options during startup
DOS04067	No setup found
DOS04068	No setup found
DOS04069	No setup found
DOS04070	No setup found
DOS04071	No setup found
DOS04072	Parameters added to boot command
DOS04073	No setup found
DOS04076	No setup found
DOS04077	No setup found
DOS04078	Options during startup
DOS04079	No setup found
DOS04080	No setup found
DOS04082	SETUP.BAT
DOS04084	No setup found
DOS04087	SETUP.BAT
DOS04089	CONFIG.EXE
DOS04090	Options during startup
DOS04091	No setup found
DOS04092	Options during startup
DOS04093	No setup found
DOS04094	install.exe
DOS04095	install.exe
DOS04096	INSTALL.EXE
DOS04097	INSTALL.EXE
DOS04099	FBSETUP.EXE
DOS04100	No setup found
DOS04101	No setup found
DOS04102	No setup found
DOS04103	No setup found
DOS04104	SETSOUND.EXE
DOS04105	INSTALL.BAT
DOS04106	No setup found
DOS04107	No setup found
DOS04108	SETUP.EXE
DOS04112	No setup found
DOS04114	SETSOUND.EXE
DOS04117	No setup found
DOS04118	Options during startup
DOS04119	SETSOUND.BAT
DOS04120	No setup found
DOS04121	Options during startup
DOS04122	SETUP.EXE
DOS04123	No setup found
DOS04124	No setup found
DOS04125	INSTALL.EXE
DOS04127	INSTALL.EXE
DOS04128	No setup found
DOS04129	Options during startup
DOS04130	Options during startup
DOS04131	INSTALL.EXE
DOS04132	INSTALL.EXE
DOS04133	SETUP.EXE
DOS04136	Config File
DOS04137	SETUP.EXE
DOS04138	No setup found
DOS04140	No setup found
DOS04142	SETSOUND.EXE
DOS04143	No setup found
DOS04144	No setup found
DOS04145	SOUND.BAT
DOS04147	No setup found
DOS04149	Options during startup
DOS04151	No setup found
DOS04152	Options during startup
DOS04153	SETD.EXE
DOS04154	CONFIG.EXE
DOS04155	Options during startup
DOS04156	SETUPCD.EXE
DOS04157	SETUPCD.EXE
DOS04158	SETUPCD.EXE
DOS04159	D:\SETUPCD.EXE
DOS04161	No setup found
DOS04162	CONFIG.BAT
DOS04163	No setup found
DOS04164	No setup found
DOS04165	No setup found
DOS04166	No setup found
DOS04167	No setup found
DOS04168	Config File
DOS04170	SETSOUND.EXE
DOS04171	No setup found
DOS04174	No setup found
DOS04175	No setup found
DOS04176	Optional executeables
DOS04177	QSETUP.EXE
DOS04178	Options during startup
DOS04179	No setup found
DOS04181	No setup found
DOS04182	No setup found
DOS04184	SETUP.EXE
DOS04185	No setup found
DOS04186	INSTALL.COM
DOS04187	No setup found
DOS04188	No setup found
DOS04189	Options during startup
DOS04190	SETSOUND.BAT
DOS04191	No setup found
DOS04193	setup.bat
DOS04196	INSTALL.EXE
DOS04197	INSTALL.EXE
DOS04198	INSTALL.EXE
DOS04199	INSTALL.BAT
DOS04201	Options during startup
DOS04203	No setup found
DOS04204	Options during startup
DOS04205	Options during startup
DOS04206	No setup found
DOS04207	No setup found
DOS04209	No setup found
DOS04210	No setup found
DOS04211	No setup found
DOS04212	SETSOUND.EXE
DOS04213	No setup found
DOS04214	No setup found
DOS04215	INSTALL.EXE
DOS04216	SETUP.EXE
