eXoID	Game	Folder	sdl__fulldouble	sdl__fullfixed	sdl__output	sdl__autolock	sdl__sensitivity	sdl__mapperfile	sdl__usescancodes	sdl__overscan	sdl__titlebar	sdl__showmenu	dosbox__machine	dosbox__vmemsize	dosbox__memsize	render__char9	render__doublescan	render__autofit	vsync__vsyncmode	cpu__core	cpu__cputype	cpu__cycles	cpu__cycleup	cpu__cycledown	keyboard__aux	pci__voodoo	pci__voodoomem	mixer__rate	mixer__blocksize	mixer__prebuffer	midi__mpu401	midi__mididevice	midi__fluid_dot_soundfont	midi__fluid_dot_gain	midi__mt32_dot_romdir	midi__mt32_dot_output_dot_gain	sblaster__sbtype	sblaster__sbbase	sblaster__goldplay	sblaster__irq	sblaster__dma	sblaster__hdma	sblaster__sbmixer	sblaster__oplmode	sblaster__oplemu	sblaster__oplrate	gus__gus	gus__gusrate	gus__gusdma	gus__ultradir	innova__innova	speaker__ps1audio	speaker__ps1audiorate	speaker__pcspeaker	speaker__pcrate	speaker__wizpopfix	speaker__tandy	speaker__tandyrate	speaker__disney	joystick__joysticktype	joystick__timed	joystick__buttonwrap	dos__xms	dos__ems	dos__umb	dos__keyboardlayout	ipx__ipx	ne2000__ne2000	ne2000__macaddr	log__logfile
DOS15785	The Crusade	Crusad91			openglnb			mapper.map					svga_s3		63																																																							
DOS05856	Crusade in Europe	cruseuro			openglnb			mapper.map					pcjr									700																																																
DOS01576	Crush, Crumble and Chomp!	crushcc			openglnb			mapper.map					svga_s3		64							600																																																
DOS01577	Crusher	crusher			openglnb			mapper.map					svga_s3		64																																																							
DOS01574	Crusader: No Regret	CrusRegr			openglnb			mapper.map					svga_s3		63							60000											.\mt32\SoundCanvas.sf2		.\mt32												true																							
DOS01575	Crusader: No Remorse	CrusRemo			openglnb			mapper.map					svga_s3		63							60000											.\mt32\SoundCanvas.sf2		.\mt32												true																							
DOS15316	Crux	Crux1993			openglnb			mapper.map					svga_s3		63																																																							
DOS07684	CRW: Metal Jacket	CRWMeJa			openglnb			mapper.map					svga_s3		32							max																																																
DOS01583	Crystals Of Arborea	cryarbor			openglnb			mapper.map				false	svga_s3				false																																																					
DOS05857	Crypto Cube	crypcube			openglnb			mapper.map					svga_s3									500																																																
DOS00143	Crypt	Crypt			openglnb			mapper.map					svga_s3																																																									
DOS01578	Cryptic Passage for Blood	CrypticP			openglnb			mapper.map					svga_s3		63					dynamic		max				opengl	max	49716					.\mt32\SoundCanvas.sf2		.\mt32								false	opl3	nuked	49716	true																				true			
DOS01581	The Crystal Maze	crysmaze			openglnb			mapper.map					svga_s3		64																																																							
DOS15993	Crystal Mine	CrysMine			openglnb			mapper.map					svga_s3		63							45000																																																
DOS01579	Crystal Ball	CrystalB			openglnb			mapper.map					svga_s3		64							1200																																																
DOS01580	Crystal Caves	CrystalC			openglnb			mapper.map					svga_s3																																																									
DOS01582	Crystal Pixels	CrystalP			openglnb			mapper.map					svga_s3		64							max																																																
DOS08027	Crystal Map	CrystMap			openglnb			mapper.map					svga_s3		63							55000																																																
DOS01531	Cosmic Soldier: Psychic War	cspsywar			openglnb			mapper.map					svga_s3		64																																																							
DOS15891	Take Back	CSS			openglnb			mapper.map					svga_s3		32							30000								20																																								
DOS01361	Chess System Tal	cstal			openglnb			mapper.map					svga_s3																																																									
DOS00133	Castaway	Cstawy86			openglnb			mapper.map					svga_s3																																																									
DOS00443	Casino Tournament of Champions	CTorOCh			openglnb			mapper.map					svga_s3		32							45000								25	none		.\mt32\SoundCanvas.sf2	.2	.\mt32																																			
DOS06791	Cube	Cube91			openglnb			mapper.map					svga_s3																																																									
DOS15317	Cuber	Cuber90			openglnb			mapper.map					svga_s3		63																																																							
DOS06392	Cubic Tic Tac Toe	CubeTTT			openglnb			mapper.map					svga_s3									1200																																																
DOS06792	Cubits	Cubits88			openglnb			mapper.map					svga_s3		32							300																																																
DOS01584	Cubulus	cubulus			openglnb			mapper.map					svga_s3		64																																																							
DOS00233	Cuckoo's Nest	CuckooN			openglnb			mapper.map					svga_s3		64																																																							
DOS01585	Cunning Football	cunnfoot			openglnb			mapper.map					svga_s3		64																																																							
DOS00255	Cuntlet II	cuntlet			openglnb			mapper.map					svga_s3		64																																																							
DOS01588	Curse of the Azure Bonds	curse			openglnb			mapper.map					svga_s3		64																																										on													
DOS01589	Curse of the Catacombs	Curseoft			openglnb			mapper.map					svga_s3									9000																																																
DOS01590	Curses	cursesif			openglnb			mapper.map					svga_s3		64								500						2048	10																	true															true				none				
DOS15318	Curse of Ra	CursOfRA			openglnb			mapper.map					svga_s3		63																																																							
DOS00424	Curt's Quest	curtques			openglnb			mapper.map					svga_s3									3000											.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS01591	Custer's Last Command	custcomm			openglnb			mapper.map					svga_s3									10000																																																
DOS05858	Cutthroats	cutthrot			openglnb			mapper.map					svga_s3		64								500						2048	10																	true															true				none				
DOS17483	Computer War in Europe	CWinE			openglnb			mapper.map					svga_s3		64							40000																																																
DOS06391	CrossWorld: The LA Times Edition	CWLATime			openglnb			mapper.map					svga_s3																																																									
DOS01593	Cyberball (1998)	Cyberbal			openglnb			mapper.map					svga_s3		63							40000																																																
DOS08007	Cyberbig	Cyberbig			openglnb			mapper.map					svga_s3																																																									
DOS01594	Cyberbykes: Shadow Racer VR	Cyberbyk			openglnb			mapper.map					svga_s3		63							max						49716					.\mt32\SoundCanvas.sf2		.\mt32									opl3	nuked	49716																								
DOS01596	Cybercon III	Cybercon			openglnb			mapper.map					svga_s3																			mt32	.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS01598	Cyberdogs	Cyberdog			openglnb			mapper.map					svga_s3																																																									
DOS01600	CyberGenic Ranger: Secret of the Seventh Planet	Cybergen			openglnb			mapper.map					svga_s3		32																																																							
DOS01601	Cyberia	cyberia			openglnb			mapper.map					svga_s3		63																	mt32	.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS01602	Cyberia 2: Resurrection	cyberia2			openglnb			mapper.map					svga_s3		63							60000										mt32	.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS01605	CyberMage: Darklight Awakening	CyberMag			openglnb			mapper.map					svga_s3									75000						49716					.\mt32\SoundCanvas.sf2		.\mt32									opl3	nuked	49716																								
DOS01606	Cyber Police	CyberPol			openglnb			mapper.map					svga_s3									60000																																																
DOS01607	CyberRace	CyberRac			openglnb			mapper.map					svga_s3		64							9000																																																
DOS07512	Cybersphere Plus	Cybersh+			openglnb			mapper.map					svga_s3		63							45000																																																
DOS07509	Cybersphere	Cybershp			openglnb			mapper.map					svga_s3		63							45000											.\mt32\SoundCanvas.sf2		.\mt32									opl3	nuked	49716																								
DOS01608	CyberStrike	CyberStr			openglnb			mapper.map					svga_s3		8							5000																																											false		true			
DOS06528	Cyber Marine	CybMari			openglnb			mapper.map					svga_s3																																																									
DOS05859	Cyborg	cybor			openglnb			mapper.map					svga_s3																																																									
DOS07686	Cyborgirl	cyborgir			openglnb			mapper.map					svga_s3		63							45000																																																
DOS08006	Cybotron	Cybotron			openglnb			mapper.map					cga	auto	8							500						48000				auto																				false		discrete																
DOS15319	Cyber Antero	CybrAntr			openglnb			mapper.map					svga_s3		63																																																							
DOS01595	Cyberchess	cybrchss			openglnb			mapper.map					svga_s3		64																																																							
DOS01599	Cyber Empires	cybremp			openglnb			mapper.map	false				svga_s3		32															20		mt32	.\mt32\SoundCanvas.sf2		.\mt32												true												false											
DOS15320	Cyber Riders	CybRider			openglnb			mapper.map					svga_s3		63																																																							
DOS01604	CyberJudas	cybrjud			openglnb			mapper.map					svga_s3		32							35000																																																
DOS15994	Cyber Pony	CybrPony			openglnb			mapper.map					svga_s3		64																																																							
DOS01609	Cyberwar	Cybwar			openglnb			mapper.map	false				svga_s3		63															20		mt32	.\mt32\SoundCanvas.sf2		.\mt32												true												false											
DOS01610	Cyberwars	Cybwars			openglnb			mapper.map					svga_s3																																																									
DOS01611	Cyclemania	Cycleman			openglnb			mapper.map					svga_s3		64							max																																																
DOS01613	Cycle Warz	CycleWar			openglnb			mapper.map					svga_s3		64																																																							
DOS01614	CyClones	CyClones			openglnb			mapper.map					svga_s3		63							30000											.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS07995	Cydonia	Cydonia			openglnb			mapper.map					svga_s3									30000																																																
DOS01615	Cylindrix	Cylindri			openglnb			mapper.map					svga_s3									50000																																													true			
DOS01616	Cyril Cyberpunk	CyrilCyb			openglnb			mapper.map					svga_s3									10000																																																
DOS01617	Cyrus	Cyrus			openglnb			mapper.map					svga_s3		64																																																							
DOS05860	Czorian Siege	CzorianS			openglnb			mapper.map					svga_s3									300																																																
DOS15995	D!Zone 150	D!150			openglnb			mapper.map					svga_s3		32													49716					.\mt32\SoundCanvas.sf2		.\mt32									opl3	nuked	49716																					true			
DOS01950	D!Zone	D!Zone			openglnb			mapper.map					svga_s3															49716					.\mt32\SoundCanvas.sf2		.\mt32									opl3	nuked	49716																								
DOS01952	D!Zone 2	D!Zone2			openglnb			mapper.map					svga_s3															49716					.\mt32\SoundCanvas.sf2		.\mt32									opl3	nuked	49716																								
DOS01954	D!Zone 3	D!Zone3			openglnb			mapper.map					svga_s3															49716					.\mt32\SoundCanvas.sf2		.\mt32									opl3	nuked	49716																								
DOS01618	D	D			openglnb			mapper.map					svga_s3		63							max	500						2048	10																	true															true				none				
DOS01619	Dactylus	Dactylus			direct3d			mapper.map					svga_et4000									70000																																																
DOS00144	Daemon Quest, The First Saga: The Legend of the Door	DaemQ1			openglnb			mapper.map					svga_s3																																																									
DOS00145	Daemon Quest, The Second Saga: Into the Lion's Den	DaemQ2			openglnb			mapper.map					svga_s3																																																									
DOS00146	Daemon Quest, The Third Saga: The Road to the High Tsani	DaemQ3			openglnb			mapper.map					svga_s3																																																									
DOS01621	Daffy Duck, P.I.: The Case of the Missing Letters	DaffyDuc			openglnb			mapper.map					svga_s3		64																																																							
DOS06676	Da-Game	DaGame			openglnb			mapper.map					svga_s3		63							40000																																																
DOS15924	Dakar 4x4	Dakar4x4			openglnb			mapper.map					svga_s3									300																																																
DOS01623	Dalek Attack	DalekAtt			openglnb			mapper.map					svga_s3																																																									
DOS01624	Daleks	daleks			openglnb			mapper.map					svga_s3		64																																																							
DOS01627	The Dame Was Loaded	dame			openglnb			mapper.map					svga_s3		64								500						2048	10																	true															true				none				
DOS01620	Daemonsgate	damegate			openglnb			mapper.map					svga_s3		63																	mt32	.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS15996	Dames Simulator	DamesSim			openglnb			mapper.map					svga_s3									1200																																																
DOS05909	I, Damiano: The Wizard of Partestrada	damiano			openglnb			mapper.map					cga	auto	8							1000						48000				auto																				false		discrete																
DOS15322	DanBurry	DanBurry			openglnb			mapper.map					svga_s3		63																																																							
DOS01628	Dan Dolme	DanDolme			openglnb			mapper.map					svga_s3																																																									
DOS15143	Dangerous Dave in Copyright Infringement	DangDavC			openglnb			mapper.map					svga_s3		63							max																																																
DOS01629	Dangerous Dave in the Deserted Pirate's Hideout	DangDavD			openglnb			mapper.map					svga_s3																																																									
DOS01630	Dangerous Dave in the Haunted Mansion	DangDavH			openglnb			mapper.map					svga_s3																																																									
DOS01631	Dangerous Dave's Risky Rescue	DangDavR			openglnb			mapper.map					svga_s3																																																									
DOS01632	Dangerous Streets	Dangerou			openglnb			mapper.map					svga_s3									10000																																																
DOS06796	Dare-Devil	DareDevl			openglnb			mapper.map					ega									500																																																
DOS01634	Dark Ages	DarkAges			openglnb			mapper.map					svga_s3																																																									
DOS01635	Dark Castle	DarkCast			openglnb			mapper.map					svga_s3									1000																																																
DOS01636	Dark Century	darkcent			openglnb			mapper.map					svga_s3		64							2000																																																
DOS05674	Dark Continent	DarkCont			openglnb			mapper.map					cga		32							900																																																
DOS01638	The Dark Convergence	darkconv			openglnb			mapper.map					svga_s3		64								500						2048	10																	true															true				none				
DOS01639	Dark Designs I: Grelminar's Staff	darkdes1			openglnb			mapper.map					svga_s3		64																																																							
DOS01640	Dark Designs II: Closing the Gate	darkdes2			openglnb			mapper.map					svga_s3		64																																																							
DOS01641	Darker	Darker			openglnb			mapper.map					svga_s3		64							max											.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS00147	The Darkest Night	DarkestN			openglnb			mapper.map					svga_s3		63							9000											.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS01642	The Dark Half	darkhalf			openglnb			mapper.map	false				svga_s3		32							1500								20		mt32	.\mt32\SoundCanvas.sf2		.\mt32												true												false											
DOS01644	Dark Hour	DarkHour			openglnb			mapper.map					svga_s3		63																		.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS01645	Darklands	darkland			openglnb			mapper.map	false				svga_s3		32															20		mt32	.\mt32\SoundCanvas.sf2		.\mt32												true												false											
DOS01646	Dark Legions	darklegi			openglnb			mapper.map					svga_s3		64							20000						49716					.\mt32\SoundCanvas.sf2	3	.\mt32									opl3	nuked	49716																								
DOS01647	Darklight Conflict	Darkligh			openglnb			mapper-0.74.map					svga_s3		64							max								20										5																											true			
DOS01648	Dark Moon	DarkMoon			openglnb			mapper.map					svga_s3									45000																																																
DOS15325	Darkness	Darkness			openglnb			mapper.map					svga_s3		32							25000											.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS08008	Dark Rage	DarkRage			openglnb			mapper.map					svga_s3		63							max								20																																								
DOS01651	Dark Seed	Darkseed			openglnb			mapper.map					svga_s3		64							30000						49716					.\mt32\SoundCanvas.sf2	.2	.\mt32									opl3	nuked	49716																								
DOS01652	Dark Side	DarkSide			openglnb			mapper.map					svga_s3																																																									
DOS15324	Dark Universe	DarkUniv			openglnb			mapper.map					svga_s3		63							max											.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS06335	Dark Wolf	darkwolf			openglnb			mapper.map					svga_s3									30000																																																
DOS01659	Darts (1989)	Darts			openglnb			mapper.map					svga_s3		64																																																							
DOS01658	Darts (1991)	Darts199			openglnb			mapper.map					svga_s3																																																									
DOS15182	Darwin's Arena	DarwinAr			openglnb			mapper.map					tandy		8							300																																																
DOS15326	Darwin's Island	DarwinIs			openglnb			mapper.map					svga_s3		63																																																							
DOS01664	Das Boot: German U-Boat Simulation	DasBootG			openglnb			mapper.map					svga_s3		64																																																							
DOS01667	Das Hexagon-Kartell	DasHexag			openglnb			mapper.map					svga_s3		63							max																																																
DOS01668	DaSi	dasi			openglnb			mapper.map					svga_s3																																																									
DOS06450	Datnoids	Datnoids			openglnb			mapper.map					svga_s3									300																																																
DOS15161	Daughter of Serpents	Daughter			openglnb			mapper.map	false				svga_s3		32							12000								20		mt32	.\mt32\SoundCanvas.sf2		.\mt32																								false											
DOS01672	David Ahl's Basic Computer Adventures	davahl			openglnb			mapper.map					svga_s3									500																																																
DOS01671	Dangerous Dave in: Dave Goes Nutz	DaveGoes			openglnb			mapper.map					svga_s3																																																									
DOS01673	Davidic Matchup	davidic			openglnb			mapper.map					svga_s3		64																																																							
DOS01674	David Leadbetter's Greens	DavidLea			openglnb			mapper.map					svga_s3		63																	mt32	.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS01675	David's Kong	DavidsKo			openglnb			mapper.map					svga_s3																																																									
DOS01676	David Wolf: Secret Agent	DavidWol			openglnb			mapper.map	false				svga_s3		32							1500								20		mt32	.\mt32\SoundCanvas.sf2		.\mt32									opl2															false											
DOS15329	Dawgfight	DawgFite			openglnb			mapper.map					svga_s3		63																																																							
DOS01677	Dawn Patrol	DawnPat			openglnb			mapper.map					svga_et4000		64							max										mt32	.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS01678	Dawn Patrol: Head to Head	DawnPatH			openglnb			mapper.map					svga_et4000		32					normal		50000										mt32	.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS01679	Dawn Raider	DawnRaid			openglnb			mapper.map					svga_s3																																																									
DOS06393	Day of the Pharaoh	DayoPhar			openglnb			mapper.map					svga_s3																																																									
DOS06798	Day of Pigs	DayOPig			openglnb			mapper.map					svga_s3		63							50000																																																
DOS01683	Days of Thunder	DaysofTh			openglnb			mapper.map	false				svga_s3		32					normal										20		mt32	.\mt32\SoundCanvas.sf2		.\mt32		sb1																						false											
DOS01682	Day of the Viper	dayviper			openglnb			mapper.map					svga_s3																				.\mt32\SoundCanvas.sf2		.\mt32																						ON													
DOS15347	Dodge Ball	DBall80			openglnb			mapper.map					svga_s3		63							300																																																
DOS07463	Double Agent	DblAgt98			openglnb			mapper.map					svga_s3		32							20000																																																
DOS06809	Doublelink	DblLink			openglnb			mapper.map					svga_s3																																																									
DOS16200	Battle Tetris	DblTetris			openglnb			mapper.map					svga_s3		32																																																							
DOS06810	Double-X Slots	DblXslot			openglnb			mapper.map					svga_s3																																																									
DOS06795	Dare, Bluff, or Die	DBorD			openglnb			mapper.map					svga_s3		63							15000																																																
DOS01713	Defender of Boston: The Rock Island Mystery	dboston			openglnb			mapper.map					svga_s3		64																																																							
DOS01703	Decisive Battles of the American Civil War, Vol. 1	dbotacw1			openglnb			mapper.map					svga_s3		64																																																							
DOS01704	Decisive Battles of the American Civil War, Vol. 2	dbotacw2			openglnb			mapper.map					svga_s3		64																																																							
DOS01705	Decisive Battles of the American Civil War, Vol. 3	dbotacw3			openglnb			mapper.map					svga_s3		64																																																							
DOS16170	DC-10	DC-10			openglnb			mapper.map	false				svga_s3		32							300								20		mt32	.\mt32\SoundCanvas.sf2		.\mt32												true												false											
DOS06797	Davis Cup Complete Tennis	DCCTenis			direct3d			mapper.map					svga_s3		63																																																							
DOS07436	Duck Hunt (1995)	DckHnt95			openglnb			mapper.map					svga_s3									9000																																																
DOS01775	Dick Tracy: The Crime-Solving Adventure	dcktracy			openglnb			mapper.map	false				svga_s3		32							2000								20		mt32	.\mt32\SoundCanvas.sf2		.\mt32												true										on													
DOS15454	Defender of the Crown CD-ROM	dcrowncd			openglnb			mapper.map					ega																																																									
DOS15905	Dinosaur Detective Agency	DDAgency			openglnb			mapper.map					svga_s3		32							20000																																																
DOS01685	D-Day	dday			openglnb			mapper.map					svga_s3		32																	mt32															true																					true		
DOS01686	D-Day: America Invades	ddayai			openglnb			mapper.map					svga_s3		64							max																																																
DOS01687	D-Day: The Beginning of the End	ddayboe			openglnb			mapper.map	false				svga_s3		63															20		mt32	.\mt32\SoundCanvas.sf2		.\mt32																								false											
DOS06793	Daily Double Horse Racing	DDHR			openglnb			mapper.map					svga_s3																																																									
DOS15997	DDM Soccer '97	DDMSoc97			openglnb			mapper.map					svga_s3		64							max																																																
DOS01688	DDM Soccer '96	DDMSocce			openglnb			mapper.map					svga_s3		64							max																																																
DOS01841	Double Dragon	Ddragon			openglnb			mapper.map					svga_s3									1000																																																
DOS01843	Double Dragon II: The Revenge	Ddragon2			openglnb			mapper.map					svga_s3									12000																																																
DOS01842	Double Dragon III: The Rosetta Stone	Ddragon3			openglnb			mapper.map	false				svga_s3		32															20		mt32	.\mt32\SoundCanvas.sf2		.\mt32												true												false											
DOS01847	Down in the Dumps	ddumps			openglnb			mapper.map					svga_s3		64								500						2048	10																	true															true				none				
DOS01689	Deadline (1996)	deadlin2			openglnb			mapper.map					svga_s3		64							max																																																
DOS01690	Deadline (1984)	deadline			openglnb			mapper.map					svga_s3		64								500						2048	10																	true															true				none				
DOS01691	Deadly Racer	DeadlyRa			openglnb			mapper.map					svga_s3		8							15000																		5																														
DOS02825	In the Dead of Night	deadnite			openglnb			mapper.map					svga_s3		64								500						2048	10																	true															true				none				
DOS01694	Death Bringer	deatbrin			openglnb			mapper.map	false				svga_s3		32							2000																									true												false											
DOS01696	Death Gate	death			openglnb			mapper.map					svga_s3		64							30000						49716					.\mt32\SoundCanvas.sf2		.\mt32									opl3	nuked	49716																								
DOS07796	Deathball Incarnate	Deathbal			openglnb			mapper.map					svga_s3		63							6000																																																
DOS01693	Deathbringer	Deathbri			openglnb			mapper.map	false				svga_s3		32															20		mt32	.\mt32\SoundCanvas.sf2		.\mt32																						on		false											
DOS01695	Death by Dark Shadows	DeathbyD			openglnb			mapper.map					svga_s3																																																									
DOS01700	Death Rally	DeathRal			openglnb			mapper.map					svga_s3		64							max								30																																					true			
DOS01701	Death Sword	DeathSwo			openglnb			mapper.map					cga	auto	4													48000				auto																				false		discrete																
DOS01702	DeathTrack	Deathtra			openglnb			mapper.map	false				svga_s3		32															20		mt32	.\mt32\SoundCanvas.sf2		.\mt32																								false											
DOS15332	Death Tower	DeaTower			openglnb			mapper.map					svga_s3		63																																																							
DOS15333	Decision at Gettysburg	DecatGet			openglnb			mapper.map					svga_s3		63																																																							
DOS05861	Decision in the Desert	decdes			openglnb			mapper.map					cga	auto	8							350						48000				auto																				false		discrete																
DOS15882	Decimation	DECIMATE			openglnb			mapper.map					svga_s3		63							9000																																																
DOS01706	Dedale	dedale			openglnb			mapper.map					svga_s3		64																																																							
DOS01762	Destruction Derby	DeDerby			openglnb			mapper.map					svga_s3		64							max																																																
DOS01763	Destruction Derby 2	DeDerby2			openglnb			mapper.map					svga_s3		64							auto limit 100000																																																
DOS15330	Deadline (1993)	dedlin93			openglnb			mapper.map					svga_s3		63																																																							
DOS15331	Deadly Skies	DedlySky			openglnb			mapper.map					svga_s3		63							30000											.\mt32\SoundCanvas.sf2		.\mt32																																			
DOS06660	Dead Man Walking	DedMnWlk			openglnb			mapper.map					svga_s3		64								500						2048	10										5							true															true				none				
DOS06799	Deep Fortress	DeepFort			openglnb			mapper.map					svga_s3		63							30000																																																
DOS01707	Deep II: The Center of the Earth	DeepIITh			openglnb			mapper.map					svga_s3									1000																																																
DOS15334	Deep Red	DeepRed			openglnb			mapper.map					svga_s3		63							50000								25																																								
DOS00247	Deep Sea Diver	deepsead			openglnb			mapper.map					svga_s3																																																									
DOS01709	Deep Space: Operation Copernicus	DeepSpac			openglnb			mapper.map					cga	auto	8							900						48000				auto																				false		discrete																
DOS01710	Deer Napped	DeerNapp			openglnb			mapper.map					svga_s3									9000																																																
DOS01714	Defend The Alamo	defalamo			openglnb			mapper.map					svga_s3																																																									
DOS01711	Defcon 5	defc5			openglnb			mapper.map	false				svga_s3		63															20		mt32	.\mt32\SoundCanvas.sf2		.\mt32												true												false											
DOS01712	Defcon 5 (1987)	Defcon5			openglnb			mapper.map					svga_s3		64							900																																																
DOS05863	Defender of the Crown	defcrown			openglnb			mapper.map					svga_s3		64							900																																			on													
DOS07376	Defender (1992)	Defend92			openglnb			mapper.map					svga_s3																																																									
DOS05862	Defender (1983)	Defender			openglnb			mapper.map					svga_s3									300																																																
DOS05676	Defense	Defens94			openglnb			mapper.map					svga_s3																																																									
DOS07838	Defender of Freedom	DefFree			openglnb			mapper.map	false				svga_s3		63															20		mt32	.\mt32\SoundCanvas.sf2		.\mt32												true												false											
DOS01716	Deja Vu: A Nightmare Comes True!!	DejaVu			openglnb			mapper.map					cga	auto	8							1500						48000				auto																				false		discrete																
DOS01718	Deja Vu II: Lost in Las Vegas	DejaVu2			openglnb			mapper.map					svga_s3		64							1500	500						2048	10																	true															true				none				
DOS02037	Escape from Delirium	delirium			openglnb			mapper.map					svga_s3		64							12000	500						2048	10																	true															true				none				
DOS01719	Delta V	DeltaV			openglnb			mapper.map					svga_s3		63							20000											.\mt32\SoundCanvas.sf2	.2	.\mt32								false				true																							
DOS01721	Deluxe Ski Jump	DeluxeSk			openglnb			mapper.map					svga_s3		64							max																																																
DOS01723	Delvion Star Interceptor	DelvionS			openglnb			mapper.map					svga_s3									12000																																																
DOS05678	Dell Crossword Puzzles Volume III	DelXWord			openglnb			mapper.map					svga_s3									1000																																																
DOS15335	Dem Bonz	DemBonz			openglnb			mapper.map					svga_s3		63							30000																																																
DOS06801	Demineur	Demineur			openglnb			mapper.map					svga_s3									7000															sb1																																	
DOS05865	Demon's Forge	demoforg			openglnb			mapper.map					cga	auto	4							300						48000				auto																				false		discrete																
DOS05864	Demon Attack	DemonAtt			openglnb			mapper.map					pcjr	auto								375																														false		discrete						2axis										
DOS01724	Demon Blue	DemonBlu			openglnb			mapper.map					svga_s3									1200																																																
DOS01726	Demon Gate: 666 New Levels for Doom & Doom II	DemonGat			openglnb			mapper.map					svga_s3															49716					.\mt32\SoundCanvas.sf2		.\mt32									opl3	nuked	49716																								
DOS01727	Demoniak	demoniak			openglnb			mapper.map					svga_s3		64								500						2048	10			.\mt32\SoundCanvas.sf2		.\mt32												true															true				none				
DOS00149	Demon's Maze	DemonsMa			openglnb			mapper.map					svga_s3																																																									
DOS01728	Demon Stalkers	DemonSta			openglnb			mapper.map					svga_s3									400																																																
DOS00150	Demon's Orb I: The Quest for the Orb	DemOrb1			openglnb			mapper.map					svga_s3																																																									
DOS01729	Demon's Tomb: The Awakening	demotomb			openglnb			mapper.map					svga_s3		64							1000	500						2048	10																	true															true				none				
DOS01730	Demon's Winter	demwin			openglnb			mapper.map					svga_s3		64																																																							
DOS01732	Denomino	Denomino			openglnb			mapper.map					svga_s3		64							max																																																
DOS01733	Depth Dwellers	DepthDwe			openglnb			mapper.map					svga_s3																																																									
DOS15336	Desafio Final	Desafio			openglnb			mapper.map					svga_s3		63							600																																																
DOS01740	Descent	Descent			openglnb			mapper.map					svga_s3		63					normal		auto limit 130000						49716					.\mt32\SoundCanvas.sf2		.\mt32									opl3	nuked	49716																					true			
DOS01743	Descent II	Descent2			openglnb			mapper.map					svga_s3		63					dynamic		auto limit 150000				opengl	max					mt32	.\mt32\SoundCanvas.sf2		.\mt32												true																				true			
DOS01741	Descent: Anniversary Edition	DescentA			openglnb			mapper.map					svga_s3		63					normal		auto limit 130000						49716					.\mt32\SoundCanvas.sf2		.\mt32									opl3	nuked	49716																					true			
DOS17484	Descent: eXoHOG	DescentX			openglnb			mapper.map					svga_s3		63					dynamic		auto limit 150000				opengl	max					fluidsynth	.\mt32\SoundCanvas.sf2																																		true			
DOS01742	Descent II + Vertigo Series	Descnt2V			openglnb			mapper.map					svga_s3		63					dynamic		auto limit 150000				opengl	max					mt32	.\mt32\SoundCanvas.sf2		.\mt32												true																				true			
DOS02855	It Came From The Desert	desert			openglnb			mapper.map					svga_s3		63							6000										mt32	.\mt32\SoundCanvas.sf2		.\mt32	10				3																														
DOS06802	Desert	Desert82			openglnb			mapper.map					cga									300																																																
DOS01755	Designasaurus II	Designas			openglnb			mapper.map					svga_s3									1500																																																
DOS00204	Design Your Own Train	DesignT			openglnb			mapper.map					svga_s3		64																																																							
DOS01756	Design Your Own Railroad	DesignYo			openglnb			mapper.map					svga_s3		64																																																							
DOS06065	Designasaurus	Desisaur			openglnb			mapper.map					cga									600																																																
DOS00258	Despair	Despair			openglnb			mapper.map					svga_s3									35000																																																
DOS01757	Despair 2	Despair2			openglnb			mapper.map					svga_s3									30000																																																
DOS01758	Despair 3	Despair3			openglnb			mapper.map					svga_s3									30000																																																
DOS15338	Desperabis	Desperab			openglnb			mapper.map					svga_s3		63							max																																																
DOS01759	Desperado 2	Desperad			openglnb			mapper.map					svga_s3																																																									
DOS15337	Desert Raider	DesRaidr			openglnb			mapper.map					cga		2							150								20																																								
DOS01751	Desert Rats: The North Africa Campaign	desrats			openglnb			mapper.map					svga_s3																																																									
DOS01752	Desert Storm Command Deluxe	DesStorm			openglnb			mapper.map					svga_s3																																																									
DOS01754	Desert Strike: Return to the Gulf	DesStr			openglnb			mapper.map					svga_s3									6000						49716					.\mt32\SoundCanvas.sf2	.2	.\mt32									opl3	nuked	49716																								
DOS15339	Destetroyer	Destetro			openglnb			mapper.map					svga_s3		63																																																							
DOS01760	Destination: Mars!	Destinat			openglnb			mapper.map					svga_s3		63							10000						49716				mt32	.\mt32\SoundCanvas.sf2		.\mt32									opl3	nuked	49716											on													
DOS01761	Destroyer	destro87			openglnb			mapper.map					cga		4							600																																																
DOS06804	Destruction Zone	DestZone			openglnb			mapper.map					svga_s3		63							30000								20																																								
