eXoID	MobyID	Game	Safe	File	Folder	Year	Publisher	Developer	Genre	Perspective	SubGenre	Misc	Series	URL	Collection	Notes	Compilation?	Foreign?	Add-On Included?	3D Graphics Card	3DFX Enabled	Video Modes	Video Resolution	SC55 Enabled	MT32 Enabled	Tandy Sound Enabled	Printer Support?	Max Players	Min CPU
DOS06617	65696	Trench Warfare	Trench Warfare	Trench Warfare (2005).zip	TrenWar	2005	Freeware	thejosh AKA Slyus	Action; First Person Shooter	1st-Person Perspective	Shooter		3D Engine: Wolf3D; Fangames; Historical Conflict: World War II	http://www.mobygames.com/game/trench-warfare	Y							VGA						1	
DOS05272	6707	Trial by Magic	Trial by Magic	Trial by Magic (1995).zip	triamagi	1995	Merit Studios, Inc.	Silver Lightning Software	Action; Role-Playing	3rd-Person Perspective, Isometric	Fantasy		Theme: Fantasy	http://www.mobygames.com/game/trial-by-magic	Y	No midi options						VGA; SuperVGA						1	Intel i486 DX
DOS07195	67131	TrianGO	TrianGO	TrianGO (1989).zip	TrianGO	1989	California Dreams	Magic Partners	Board Game / Party Game	Top-Down	Board / Party Game, Turn-based			http://www.mobygames.com/game/triango	Y													4	
DOS07196	75471	Tribolo	Tribolo	Tribolo (1991).zip	Tribolo	1991	Freeware	Unknown	Board Game / Reverse or Othello	Top-Down	Board / Party Game		Board game - Reversi / Othello	http://www.mobygames.com/game/tribolo	Y							EGA						1	
DOS15801		Tribute to Tetris	Tribute to Tetris	Tribute to Tetris (1986).zip	TribTet	1986	Stygian Software	Stygian Software	Puzzle / Falling block puzzle				Genre: Falling block puzzle; Tetris variants	https://www.old-games.ru/game/6383.html	Y													2	
DOS05274	14275	Trick or Treat	Trick or Treat	Trick or Treat (1994).zip	tot	1994	Proein Software	ACA Soft	Adventure	3rd-Person Perspective	Detective / Mystery		Genre: Mystery	http://www.mobygames.com/game/trick-or-treat	Y							VGA; MCGA						1	Intel i486 SX
DOS05275	33005	Tricky Quiky Games: Die Suche nach den verschollenen Seiten II	Tricky Quiky Games	Tricky Quiky Games (1994).zip	TrickyQ	1995				3rd-Person Perspective, Platform			Advertising / Product tie-ins / Advergames	http://www.mobygames.com/game/tricky-quiky-games-die-suche-nach-den-verschollenen-seiten-ii	Y													1	Intel i386
DOS07197	69314	Triclops Invasion	Triclops Invasion	Triclops Invasion (1986).zip	Triclops	1986	Geodesic Publications	Geodesic Publications	Action; Shooter	3rd-Person Perspective	Flight, Sci-Fi / Futuristic, Shooter		Theme: Sci-Fi	http://www.mobygames.com/game/triclops-invasion	Y													1	
DOS05276	34100	Trigger	Trigger	Trigger (1989).zip	Trigger	1989	Opera Soft S.A.	Opera Soft S.A.	Action; Shooter	1st-Person Perspective, Side-Scrolling	Arcade, Shooter			http://www.mobygames.com/game/trigger	Y													1	
DOS05277	477	Trinity	Trinity	Trinity (1986).zip	trinity	1986	Infocom, Inc.	Infocom, Inc.	Adventure; Interactive Fiction		Interactive Fiction			http://www.mobygames.com/game/trinity	Y													1	Intel 8088 / 8086
DOS05278	23228	Triplane Turmoil	Triplane Turmoil	Triplane Turmoil (1996).zip	Triplane	1996	Dodekaedron Software Creations, Inc.	Dodekaedron Software Creations, Inc.	Action	Side-Scrolling	Arcade, Flight			http://www.mobygames.com/game/triplane-turmoil	Y							VGA; VESA						4	Intel i486
DOS05281	10409	Triple Play 97	Triple Play 97	Triple Play 97 (1996).zip	TriplePl	1996	Electronic Arts, Inc.	Electronic Arts, Inc.	Sports / Baseball	3rd-Person Perspective		Licensed Title	EA Sports games; Sports: Baseball; Triple Play series	http://www.mobygames.com/game/triple-play-97	Y							SuperVGA						6	Intel i486 DX2
DOS05284	27706	Tris	Tris	Tris (1997).zip	Tris97	1997	Freeware	Unknown	Puzzle / Falling block puzzle		Puzzle-Solving, Real-Time		BBS Door games; Genre: Falling block puzzle	http://www.mobygames.com/game/tris	Y													1	
DOS07198	69278	Triskelion	Triskelion	Triskelion (1987).zip	Triskel	1987	Freeware	Unknown	Puzzle		Puzzle-Solving			http://www.mobygames.com/game/triskelion	Y							EGA						1	
DOS17299		Tristam Island		Tristam Island (2020).zip	tristam	2020	Freeware	Hugo Labrande	Interactive Fiction						Y													1	
DOS05999	1814	Trivia 101: The Introductory Course	Trivia 101	Trivia 101 (1984).zip	trivi101	1984	IBM	Digital Learning Systems, Inc.	Education; Game Show; Quiz				IBM Trivia games		Y													1	
DOS07199	69379	Trivia 2000	Trivia 2000	Trivia 2000 (1986).zip	Triv2k	1986	Freeware	TAK Theory	Board Game / Party Game; Education; Quiz					http://www.mobygames.com/game/trivia-2000	Y													6	
DOS05289	14274	Trivia Whiz	Trivia Whiz	Trivia Whiz (1990).zip	TriviaWh	1990	Micro F/X Software	Micro F/X Software	Education; Quiz					http://www.mobygames.com/game/trivia-whiz	Y													1	
DOS16140		Trivial Pursuit (1987)	Trivial Pursuit	Trivial Pursuit (1987).zip	TP87	1987	Domark Software Ltd.	Oxford Digital Enterprises Ltd.	Board Game / Party Game; Quiz				Board / Party Game translations		Y													6	
DOS00390	13907	Trivial Pursuit (1989)	Trivial Pursuit	Trivial Pursuit (1989).zip	TrivPur	1989	Horn Abbot, Ltd.	Horn Abbot, Ltd.	Board Game / Party Game; Quiz				Trivial Pursuit licensees	http://www.mobygames.com/game/trivial-pursuit	Y													5	
DOS07200	69377	Trivial Trek	Trivial Trek	Trivial Trek (1986).zip	TrivTrek	1986	Freeware	Rugsoft INC	Quiz					http://www.mobygames.com/game/trivial-trek	Y													1	
DOS05290	3606	Troddlers	Troddlers	Troddlers (1993).zip	Troddler	1993					Puzzle-Solving, Real-Time		Lemmings variants; Theme: Fantasy	http://www.mobygames.com/game/troddlers	Y							VGA; EGA			Y			2	Intel 80286
DOS05291	20518	Trog!	Trog!	Trog! (1990).zip	Trog!	1990	Acclaim Entertainment, Inc.	Bally Midway Manufacturing Co., Inc.	Action	Top-Down	Arcade			http://www.mobygames.com/game/trog	Y							CGA; VGA; EGA; Tandy / PCjr			Y			2	Intel 80286
DOS05293	13715	Troika	Troika	Troika (1991).zip	Troika91	1991	MicroProse Software, Inc.	Paragon Software Corporation	Action; Puzzle; Strategy	Top-Down	Arcade, Puzzle-Solving, Shooter			http://www.mobygames.com/game/troika	Y										Y			1	
DOS05294	7187	Trojan	Trojan	Trojan (1986).zip	Trojan	1986	Capcom U.S.A., Inc.	Capcom Co., Ltd.	Action; Beat 'em Up; Fighting	3rd-Person Perspective, Side-Scrolling	Fighting, Post-Apocalyptic		Genre: Beat 'em up / Brawler	http://www.mobygames.com/game/trojan	Y							CGA; EGA; Hercules						2	Intel 8088 / 8086
DOS05295	6522	Trolls	Trolls	Trolls (1992).zip	Trolls	1992				Platform	Arcade	Licensed Title	Theme: Fantasy	http://www.mobygames.com/game/trolls	Y							VGA; EGA; MCGA						1	Intel i386
DOS06000	7271	Troll's Tale	Troll's Tale	Troll's Tale (1984).zip	troltale	1984	Sierra On-Line, Inc.	Sierra On-Line, Inc.	Adventure				Theme: Fantasy		Y													1	
DOS06409	59849	Tron	Tron	Tron (1997).zip	tron1997	1997	MMB Softs	MMB Softs	Action; Strategy	Top-Down	Arcade		Light Cycle games	http://www.mobygames.com/game/tron__	Y													4	Intel i486
DOS07658	87312	Tron Light Cycles (1983)	Tron Light Cycles	Tron Light Cycles (1983).zip	Tron1983	1983	D & D Enterprises	D & D Enterprises	Action				Genre: Light Cycle; Theme: Sci-Fi	http://www.mobygames.com/game/tron-light-cycles__	Y							CGA						2	Intel 8088 / 8086
DOS05297	41050	TRON: Light Cycles (1992)	TRON - Light Cycles	TRON - Light Cycles (1992).zip	TRONLigh	1992	Freeware	Unknown	Racing & Driving	Top-Down	Sci-Fi / Futuristic		Light Cycle games; Theme: Sci-Fi	http://www.mobygames.com/game/tron-light-cycles	Y													2	
DOS05296	27852	Tronic	Tronic	Tronic (1996).zip	Tronic	1996	Webfoot Technologies	S.A.R.L. TLK Games	Action; Paddle & Pong	3rd-Person Perspective	Arcade, Paddle / Pong		Breakout variants	http://www.mobygames.com/game/tronic	Y													1	
DOS00110		Trouble at the Quatt Wunkery	Trouble at the Quatt Wunkery	Trouble at the Quatt Wunkery (1988).zip	Troublea	1988	Freeware	Richard Novak	Adventure; Interactive Fiction						Y													1	
DOS00262		Troubled Tower	Troubled Tower	Troubled Tower (1994).zip	trobtow	1994	Freeware	Shane Conway	Action; First Person Shooter				3D Engine: Pie in the Sky		Y													1	
DOS15803		Trubis	Trubis	Trubis (1992).zip	Trubis	1992	Freeware	Janis Virbulis & Sandris Lacis	Puzzle / Falling block puzzle				Genre: Falling block puzzle	https://www.old-games.ru/game/4855.html	Y													1	
DOS15167		Trucks	Trucks	Trucks (1997).zip	Trucks97	1997	Microfolie's	Microfolie's	Action; Racing & Driving					https://www.old-games.ru/game/734.html	Y													1	
DOS15805		True Blood: The Karthanian Ultimatum	True Blood - The Karthanian Ultimatum	True Blood - The Karthanian Ultimatum (1994).zip	trueblud	1994	MVP Software	George Kenney	Action; Shooter / Rail shooter				Genre: Rail shooter	https://www.old-games.ru/game/4072.html	Y													1	
DOS07202	68853	Trugg	Trugg	Trugg (1995).zip	Trugg95	1995	Digital Workshop Limited	Digital Workshop Limited	Puzzle	Platform	Puzzle-Solving	Editor / Construction Set	Boulder Dash variants	http://www.mobygames.com/game/trugg	Y													1	
DOS05299	39044	Trump Castle 3	Trump Castle 3	Trump Castle 3 (1993).zip	TrmpCas3	1993	Capstone Software	Capstone Software	Casino	1st-Person Perspective, 3rd-Person Perspective, Top-Down	Board / Party Game, Cards / Tiles, Casino	Coin-Op Conversion, Compilation / Shovelware, Editor / Construction Set, Licensed Title	Trump Castle series	http://www.mobygames.com/game/trump-castle-3	Y							VGA; EGA; SuperVGA			Y			5	Intel 80286
DOS05300	27394	Trump Castle II	Trump Castle II	Trump Castle II (1991).zip	TrmpCas2	1991	Capstone Software	Brian A. Rice, Inc.	Casino	1st-Person Perspective, Platform	Board / Party Game, Cards / Tiles, Casino	Coin-Op Conversion, Compilation / Shovelware, Licensed Title	Trump Castle series	http://www.mobygames.com/game/trump-castle-ii	Y							CGA; EGA; Tandy / PCjr; MCGA						4	Intel 8088 / 8086
DOS05301	27353	Trump Castle: The Ultimate Casino Gambling Simulation	Trump Castle	Trump Castle (1988).zip	TrmpCas	1988	Capstone Software	Capstone Software	Casino	Platform	Board / Party Game, Cards / Tiles, Casino	Coin-Op Conversion, Compilation / Shovelware, Licensed Title	Trump Castle series	http://www.mobygames.com/game/trump-castle-the-ultimate-casino-gambling-simulation	Y							CGA; EGA						1	Intel 8088 / 8086
DOS06043		Trust and Betrayal: The Legacy of Siboot	Trust and Betrayal - The Legacy of Siboot	Trust and Betrayal - The Legacy of Siboot (1987).zip	tb	1987	Mindscape, Inc.	Chris Crawford Games	Adventure; Interactive Fiction; Strategy						Y													1	
DOS07203	70036	Tsumera	Tsumera	Tsumera (1996).zip	Tsumera	1996	LiNGO	LiNGO	Action; Pinball	Top-Down	Pinball			http://www.mobygames.com/game/tsumera	Y													1	
DOS05302	2233	Tube	Tube	Tube (1995).zip	Tube	1995	Bullfrog Productions, Ltd.	Bullfrog Productions, Ltd.	Action; Racing & Driving; Shooter	3rd-Person Perspective	Arcade, Sci-Fi / Futuristic, Shooter			http://www.mobygames.com/game/tube	Y													2	
DOS05303	2554	Tubes	Tubes	Tubes (1993).zip	Tubes93	1993	Gold Medallion Software	Absolute Magic	Puzzle		Arcade, Puzzle-Solving, Sci-Fi / Futuristic		Theme: Sci-Fi	http://www.mobygames.com/game/tubes	Y							VGA; SuperVGA						1	Intel 80286
DOS08048		Tubis	Tubis	Tubis (1993).zip	Tubis93	1993	Doka	Doka	Puzzle / Falling block puzzle				Genre: Falling block puzzle		Y													1	
DOS05304	1560	Tubular Worlds	Tubular Worlds	Tubular Worlds (1994).zip	TubularW	1994	Dongleware Verlags GmbH	Creative Game Design	Action; Shooter / Scrolling shoot'em up	3rd-Person Perspective, Side-Scrolling	Arcade, Shooter		Genre: Scrolling shoot 'em up; Theme: Sci-Fi	http://www.mobygames.com/game/tubular-worlds	Y							VGA						2	Intel 80286
DOS07204	69857	Tug-A-War	Tug-A-War	Tug-A-War (1986).zip	TugWar86	1986	COMPUTE! Publications, Inc.	COMPUTE! Publications, Inc.	Strategy		Turn-based			http://www.mobygames.com/game/tug-a-war	Y													2	Intel 8088 / 8086
DOS05305	5301	Tunnel B1	Tunnel B1	Tunnel B1 (1996).zip	TunnelB1	1996	Acclaim Entertainment, Inc.	NEON Software GmbH	Action; Shooter / Rail shooter	1st-Person Perspective	Sci-Fi / Futuristic, Shooter		Genre: Rail shooter; Theme: Sci-Fi	http://www.mobygames.com/game/tunnel-b1	Y	No MIDI						VGA; VESA	640x480					1	Intel Pentium
DOS05306	11278	Tunneler	Tunneler	Tunneler (1991).zip	Tunneler	1991	Freeware	Geoffrey Silverton	Action; Strategy	Top-Down				http://www.mobygames.com/game/tunneler	Y							VGA; CGA (Tweaked); MCGA						2	Intel 8088 / 8086
DOS05309	3398	Tunnels & Trolls: Crusaders of Khazan	Tunnels and Trolls - Crusaders of Khazan	Tunnels and Trolls - Crusaders of Khazan (1990).zip	tunntrol	1990	New World Computing, Inc.	StarCraft, Inc.	Role-Playing	Top-Down	Fantasy, Turn-based		Theme: Fantasy	http://www.mobygames.com/game/tunnels-trolls-crusaders-of-khazan	Y							CGA; EGA; Tandy / PCjr						1	Intel 8088 / 8086
DOS05308	2002	Tunnels of Armageddon	Tunnels of Armageddon	Tunnels of Armageddon (1989).zip	Tunnelso	1989	California Dreams	Logical Design Works, Inc.	Action; Racing & Driving	1st-Person Perspective	Sci-Fi / Futuristic		Theme: Sci-Fi	http://www.mobygames.com/game/tunnels-of-armageddon	Y							CGA; VGA; EGA; Hercules; Tandy / PCjr; MCGA	320x200; 720x348					1	Intel 8088 / 8086
DOS05311	5839	Turbo	Turbo	Turbo (1987).zip	Turbo	1987	Freeware	Doug Ross	Arcade; Racing & Driving	3rd-Person Perspective	Arcade			http://www.mobygames.com/game/turbo_	Y							CGA						1	
DOS07205	71120	Turbo Blackjack	Turbo Blackjack	Turbo Blackjack (1985).zip	TBJ1985	1985	Freeware	Unknown	Casino	3rd-Person Perspective	Cards / Tiles, Casino		Card game - Blackjack	http://www.mobygames.com/game/turbo-blackjack	Y													1	
DOS06273	57908	Turbo Champions	Turbo Champions	Turbo Champions (1989).zip	TurboCh	1989	Mastertronic, Inc.	Mastertronic, Inc.	Arcade; Racing & Driving	3rd-Person Perspective		Editor / Construction Set		http://www.mobygames.com/game/turbo-champions	Y							CGA; EGA; Tandy / PCjr						1	Intel 8088 / 8086
DOS05312	32075	Turbo Cup	Turbo Cup	Turbo Cup (1988).zip	TurboCup	1988	Loriciels	Loriciels	Arcade; Racing & Driving; Vehicle Simulation	3rd-Person Perspective		Licensed Title		http://www.mobygames.com/game/turbo-cup	Y							CGA						1	
DOS15807		Turbo Flashy Cars	Turbo Flashy Cars	Turbo Flashy Cars (1992).zip	TurboFC	1992	Dinamic Software	Goldy Games	Racing & Driving					https://www.old-games.ru/game/4996.html	Y													1	
DOS05313	794	Turbo Out Run	Turbo Out Run	Turbo Out Run (1990).zip	TurboOut	1990	Sega Enterprises, Inc.	SEGA-AM2 Co., LTD.	Arcade; Racing & Driving	3rd-Person Perspective	Arcade		OutRun series	http://www.mobygames.com/game/turbo-out-run	Y							CGA; VGA; EGA; Hercules; Tandy / PCjr; MCGA						1	Intel 8088 / 8086
DOS06274	59397	TurboGo	TurboGo	TurboGo (1993).zip	TurboG93	1993	Freeware	Arnoud van der Loeff	Board Game / Party Game; Strategy	Top-Down	Board / Party Game			http://www.mobygames.com/game/turbogo	Y							VGA						2	
DOS05314	33383	Turn It	Turn It	Turn It (1990).zip	TurnIt90	1990	Kingsoft GmbH	Tale Software	Board Game / Party Game; Puzzle	Platform, Top-Down	Board / Party Game, Puzzle-Solving, Real-Time		Tile game - Mahjong	http://www.mobygames.com/game/turn-it	Y							CGA; VGA; EGA; Hercules						2	
DOS05315	53147	Turn It II	Turn It II	Turn It II (1991).zip	TurnIt2	1991	Ascon GmbH	Tale Software	Board Game / Party Game; Puzzle		Board / Party Game, Puzzle-Solving, Real-Time		Tile game - Mahjong	http://www.mobygames.com/game/turn-it-ii	Y	Neville												1	
DOS05316	54571	Turn n' Burn	Turn n' Burn	Turn n' Burn (1991).zip	TurnnBur	1991	Villa Crespo Software, Inc.	Flair Software, Ltd.	Action; Shooter	3rd-Person Perspective, Top-Down	Sci-Fi / Futuristic, Shooter		Theme: Sci-Fi	http://www.mobygames.com/game/turn-n-burn	Y							CGA; VGA; EGA						2	Intel 8088 / 8086
DOS05317	35822	Turoid	Turoid	Turoid (1995).zip	Turoid	1994	Freeware	Jason Truong	Action; Paddle & Pong		Paddle / Pong		Breakout variants	http://www.mobygames.com/game/turoid	Y							VGA; MCGA						1	Intel 80286
DOS05318	6468	Turrican II: The Final Fight	Turrican II - The Final Fight	Turrican II - The Final Fight (1995).zip	Turrican	1995	Softgold Computerspiele GmbH	Factor 5 GmbH	Action; Platform; Shooter	3rd-Person Perspective, Side-Scrolling	Arcade, Sci-Fi / Futuristic, Shooter		Theme: Sci-Fi; Turrican series	http://www.mobygames.com/game/turrican-ii-the-final-fight	Y							VGA						1	Intel i386
DOS05319	40300	Tush-Tush: HaGibor HaMistory	Tush-Tush - HaGibor HaMistory	Tush-Tush - HaGibor HaMistory (1997).zip	TushTus	1997	Makh-Shevet	Makh-Shevet	Action	3rd-Person Perspective		Licensed Title	Tush-Tush Series	http://www.mobygames.com/game/tush-tush-hagibor-hamistory	Y							VESA						1	Intel i486
DOS07206	70310	Tut-Busters	Tut-Busters	Tut-Busters (1986).zip	TutBust	1986	Software/Express Direct	Software/Express Direct	Action	3rd-Person Perspective, Isometric	Arcade		Q*Bert variants	http://www.mobygames.com/game/tut-busters	Y							CGA; CGA Composite (16 colors)						1	Intel 8088 / 8086
DOS06001	81	TV and Cinema 101: Trivia from Talkies to Trekkies	TV and Cinema 101 - Trivia from Talkies to Trekkies	TV and Cinema 101 - Trivia from Talkies to Trekkies (1984).zip	tvandtri	1984	IBM	Digital Learning Systems, Inc.	Game Show; Quiz				IBM Trivia games		Y													14	
DOS05320	3949	TV Sports: Basketball	TV Sports - Basketball	TV Sports - Basketball (1990).zip	TVSBask	1990	Cinemaware Corporation	Cinemaware Corporation	Sports / Basketball	Top-Down			Sports: Basketball; TV Sports series	http://www.mobygames.com/game/tv-sports-basketball	Y							VGA; EGA; Tandy / PCjr						2	Intel 8088 / 8086
DOS15809		TV Sports: Boxing	TV Sports - Boxing	TV Sports - Boxing (1991).zip	TVSBoxin	1991	Cinemaware Corporation	Cinemaware Corporation	Sports / Boxing				Sports: Boxing	https://www.old-games.ru/game/3244.html	Y										Y	Y		2	
DOS05321	3948	TV Sports: Football	TV Sports - Football	TV Sports - Football (1989).zip	TVSFoot	1989	Cinemaware Corporation	Cinemaware Corporation	Sports / Football	Top-Down			Sports: Football; TV Sports series	http://www.mobygames.com/game/tv-sports-football	Y							VGA; EGA						2	Intel 8088 / 8086
DOS05326	12448	Twilight Treasures	Twilight Treasures	Twilight Treasures (1989).zip	Twilight	1989	Softdisk Publishing	Ideas From the Deep	Action	3rd-Person Perspective	Arcade			http://www.mobygames.com/game/twilight-treasures	Y							CGA						1	Intel 8088 / 8086
DOS05324	2476	Twilight: 2000	Twilight - 2000	Twilight - 2000 (1991).zip	Twilit2k	1991	MicroProse Software, Inc.	Paragon Software Corporation	Role-Playing; Strategy; Vehicle Simulation	1st-Person Perspective, 3rd-Person Perspective, Isometric	Post-Apocalyptic, Tank	Licensed Title		http://www.mobygames.com/game/twilight-2000	Y							VGA; EGA; MCGA			Y			1	Intel 8088 / 8086
DOS06042		Twilight's Ransom	Twilight's Ransom	Twilight's Ransom (1988).zip	twilrans	1988	Paragon Software Corporation	Paragon Software Corporation	Adventure; Interactive Fiction				Theme: Sci-Fi		Y													1	
DOS05331	31823	Twin Dragon	Twin Dragon	Twin Dragon (1998).zip	TwinDrag	1998	Level Infinity	Level Infinity	Action; First Person Shooter	1st-Person Perspective	Shooter	Add-on	Shadow Warrior series	http://www.mobygames.com/game/twin-dragon	Y	CD Audio						VGA; VESA						8	Intel Pentium
DOS05328	24659	TwinBlok	TwinBlok	TwinBlok (1996).zip	TwinBlok	1996	Webfoot Technologies	The Toxic Zombies	Action; Paddle & Pong		Arcade, Paddle / Pong		Breakout variants	http://www.mobygames.com/game/twinblok	Y							VGA						2	Intel i386 SX
DOS00391		Twins (1993)	Twins	Twins (1993).zip	twinsFM	1993	Freeware	Manel Miralles	Puzzle						Y													1	
DOS06276	56839	Twins (1995)	Twins	Twins (1995).zip	twinsk	1995	Samsung Electronics Co., Ltd.	Deca Team	Adventure	3rd-Person Perspective, Side-Scrolling	Puzzle-Solving			http://www.mobygames.com/game/twins	Y													1	
DOS07207	66813	Twins in Trouble	Twins in Trouble	Twins in Trouble (1994).zip	TwinTrou	1994	SCOPS Software	Makh-Shevet	Adventure; Education	3rd-Person Perspective	Fantasy, Puzzle-Solving		Theme: Fantasy	http://www.mobygames.com/game/twins-in-trouble	Y							VGA; MCGA						1	Intel i386
DOS05332	1765	Twinsen's Odyssey	Twinsen's Odyssey	Twinsen's Odyssey (1997).zip	twinsen	1997				3rd-Person Perspective, Isometric			Little Big Adventure series	http://www.mobygames.com/game/twinsens-odyssey	Y							VESA; SuperVGA						1	Intel IntelDX4
DOS17471		Two Days at the Race		Two Days at the Race (2019).zip	2DaysR	2019	Freeware	Davide Bucci	Adventure						Y													1	
DOS07701	92818	Tycoon: The Commodity Market Simulation	Tycoon - The Commodity Market Simulation	Tycoon - The Commodity Market Simulation (1983).zip	TycTCMS	1983	Blue Chip Software	Blue Chip Software	Simulation				Stock Exchange-themed games	http://www.mobygames.com/game/tycoon-the-commodity-market-simulation	Y							CGA						1	Intel 8088 / 8086
DOS07317	24832	Type Attack	Type Attack	Type Attack (1983).zip	TypeAttk	1983	Sirius Software, Inc.	Sirius Software, Inc.	Education; Shooter / Fixed-screen shoot'em up				Genre: Fixed-screen shoot 'em up; Space Invaders variants	http://www.mobygames.com/game/type-attack	Y							CGA; CGA Composite (16 colors)						1	Intel 8088 / 8086
DOS05334	14812	Typhoon of Steel	Typhoon of Steel	Typhoon of Steel (1991).zip	Typhoono	1991	Strategic Simulations, Inc.	Strategic Simulations, Inc.	Strategy	Top-Down	Historical Battle (specific/exact), Turn-based	Editor / Construction Set	Historical Conflict: World War II	http://www.mobygames.com/game/typhoon-of-steel	Y							CGA; EGA; Tandy / PCjr						2	
DOS05335	586	Tyrian	Tyrian	Tyrian (1995).zip	Tyrian	1995	Epic MegaGames, Inc.	Eclipse Software	Action; Shooter / Scrolling shoot'em up	Top-Down	Arcade, Sci-Fi / Futuristic, Shooter		Genre: Scrolling shoot 'em up; Tyrian series	http://www.mobygames.com/game/tyrian	Y							VGA; VGA (Tweaked); SuperVGA		Y				2	Intel i386
DOS05336	923	Tyrian 2000	Tyrian 2000	Tyrian 2000 (1999).zip	Tyrian20	1999	XSIV Games	Eclipse Software	Action; Shooter / Scrolling shoot'em up	Top-Down	Arcade, Sci-Fi / Futuristic, Shooter		Genre: Scrolling shoot 'em up; Tyrian series	http://www.mobygames.com/game/tyrian-2000	Y							VGA		Y				2	Intel i386
DOS05337	24229	T-Zero	T-Zero	T-Zero (1991).zip	tzero	1991	Freeware	Dennis Cunningham	Adventure; Interactive Fiction		Interactive Fiction			http://www.mobygames.com/game/t-zero_	Y													1	
DOS07211	73966	U.R.B.A.N The Cyborg Project	U.R.B.A.N The Cyborg Project	U.R.B.A.N The Cyborg Project (1999).zip	URBAN99	1999	Freeware	Unknown	Action; Platform; Shooter	3rd-Person Perspective, Platform, Side-Scrolling	Sci-Fi / Futuristic, Shooter			http://www.mobygames.com/game/urban-the-cyborg-project	Y													1	
DOS05452	34381	U.S. Navy Fighters Gold	U.S. Navy Fighters (Gold)	U.S. Navy Fighters (Gold) (1995).zip	USNavFiG	1995	Electronic Arts, Inc.	Electronic Arts, Inc.	Flight Simulator; Vehicle Simulation	1st-Person Perspective	Flight	Compilation / Shovelware, Editor / Construction Set		http://www.mobygames.com/game/us-navy-fighters-gold	Y							SuperVGA		Y	Y			1	Intel i486 DX
DOS00111		U.S.H.F.: Beyond Armageddon	U.S.H.F. - Beyond Armageddon	U.S.H.F. - Beyond Armageddon (1995).zip	USHFBey	1995	Future Simulations	Future Simulations	Action; Vehicle Simulation						Y													1	
DOS05662		Udoiana Raunes	Udoiana Raunes	Udoiana Raunes (2000).zip	udoi	2000	Freeware	Stefan Zwanzger	Adventure				Udoiana Raunes series		Y													1	
DOS05663		Udoiana Raunes 2: In Search for Indiana Jones IV	Udoiana Raunes 3 - In Search for Indiana Jones 4	Udoiana Raunes 3 - In Search for Indiana Jones 4 (2003).zip	udoi3	2003	Freeware	Stefan Zwanzger	Adventure				Udoiana Raunes series		Y													1	
DOS15812		UEFA Champions League	UEFA Champions League	UEFA Champions League (1995).zip	UEFA95	1995	Philips Interactive Media, Inc.	Krisalis Software Ltd.	Sports / Soccer				Sports: Soccer	https://www.old-games.ru/game/5690.html	Y													4	
DOS05338	41198	UEFA Champions League 1996-97	UEFA Champions League 1996-97	UEFA Champions League 1996-97 (1997).zip	UEFACha	1997	Philips Interactive Media, Inc.	Krisalis Software Ltd.	Sports / Soccer	3rd-Person Perspective, Isometric		Editor / Construction Set, Licensed Title	Sports: Soccer; UEFA-sanctioned games	http://www.mobygames.com/game/uefa-champions-league-199697	Y						Y							8	
DOS05339	20013	UEFA Euro 96 England	UEFA Euro 96 England	UEFA Euro 96 England (1996).zip	UEFAEuro	1996	Gremlin Interactive Ltd.	Gremlin Interactive Ltd.	Sports / Soccer	3rd-Person Perspective		Licensed Title	SEGA Sports games; Sports: Soccer	http://www.mobygames.com/game/uefa-euro-96-england	Y	No MIDI, uses CD Audio						VGA; SuperVGA						8	Intel i486
DOS05340	2138	UFO	UFO	UFO (1989).zip	UFO	1989	Sublogic	Sublogic	Vehicle Simulation	1st-Person Perspective	Flight, Sci-Fi / Futuristic		Theme: Sci-Fi	http://www.mobygames.com/game/ufo	Y							CGA; VGA; EGA; Hercules; EGA (Tweaked); VGA (Tweaked); Tandy / PCjr; MCGA						1	Intel 8088 / 8086
DOS07418	72767	UFO (1982)	UFO	UFO (1982).zip	UFO1982	1982	Freeware	Tom Anderson	Action; Shooter				Theme: Sci-Fi	http://www.mobygames.com/game/ufo____	Y							CGA						1	Intel 8088 / 8086
DOS07843		UFO Invasion	UFO Invasion	UFO Invasion (1997).zip	UFOInvad	1997	Freeware	Antony Chesworth	Action; Shooter				Theme: Sci-Fi	http://nemo838.tistory.com/672?category=701787	Y													1	
DOS05342	1043	Ugh!	Ugh!	Ugh! (1992).zip	Ugh!	1992	Play Byte	EGOSOFT GmbH	Action; Platform	3rd-Person Perspective, Platform	Arcade, Flight			http://www.mobygames.com/game/ugh	Y							VGA						2	
DOS05343	27978	Ulises	Ulises	Ulises (1989).zip	Ulises	1989	Opera Soft S.A.	Opera Soft S.A.	Action; Platform	Platform, Side-Scrolling	Arcade			http://www.mobygames.com/game/ulises	Y							CGA; EGA						1	
DOS05384	12111	Ultima I: The First Age of Darkness	Ultima I - The First Age of Darkness	Ultima I - The First Age of Darkness (1986).zip	ultima1	1987	ORIGIN Systems, Inc.	ORIGIN Systems, Inc.	Role-Playing	1st-Person Perspective, Top-Down	Fantasy, Sci-Fi / Futuristic, Turn-based		Ultima series; Theme: Fantasy	http://www.mobygames.com/game/ultima-i	Y							CGA; EGA; Tandy / PCjr						1	Intel 8088 / 8086
