Identification FileName	Size	CRC32	eXoID	ZIP	Boot	Image	StartingExe	StartingExeSize	StartingExeCRC	IDFileFolder	Rowstart	Rowlines	eXoDOS entry?	Same ID, Name and Size	Unique File
FP.EXE	91472	F26BA5EE	DOS02221	Fire Power (1988).zip						FirePowe\					1
FIRETEAM.EXE	22889	4665CDF2	DOS02223	Fireteam 2200 (1991).zip			FIRETEAM.EXE	22889	4665CDF2	fireteam\					1
FIREWALL.EXE	303243	97865006	DOS02224	Firewall - Man vs Machine (1996).zip						firewall\					1
FIREWIND.EXE	457196	6F638A9F	DOS02225	Firewind (1996).zip						Firewind\Firewind\					1
fz.exe	84444	129E8742	DOS02226	Firezone (1988).zip						firezone\					1
FIRO.EXE	902315	6C701366	DOS02227	Firo & Klawd (1998).zip						FiroKlaw\Firo\					1
EX1.EXE	205276	38603D34	DOS02228	First Expedition (1987).zip						1stexp\					1
START.EXE	69743	FD54D11A	DOS02230	First Over Germany (1988).zip						FirstOve\					1
SAMURAI.COM	64940	CA9022B4	DOS02231	First Samurai (1992).zip						FirstSam\samurai\					1
fish.mag	162858	8D6B636F	DOS02232	Fish (1988).zip			run.bat	409	6084923	fish\					1
DOFISH.EXE	1568	EAC03DD3	DOS02232	Fish (1988).zip			run.bat	409	6084923	fish\					1
PLAY.EXE	22936	6D888757	DOS02233	Fisher-Price - Firehouse Rescue (1988).zip			FIRE.BAT	112	35020209	Fisher-P\					1
MRH_ICRP.EXE	14906	9492C978	DOS02234	Fisher-Price - I Can Remember (1989).zip			ICAN.BAT	128	D282D013	FPIcanR\					1
FLAGGER.EXE	79962	2CDB7012	DOS02236	Flagger (1992).zip						flagger\					1
FLAMES.EXE	555712	978A01FE	DOS02237	Flames of Freedom (1991).zip						flamfree\flames\					1
flashback.BIN	258244896	71C7EBFF	DOS02240	Flashback - The Quest for Identity (1993).zip			run.bat	498	250C098B	Flashbac\fb\					1
FLASH.EXE	478303	9.69E+07	DOS02241	Flash Traffic - City of Angels (1994).zip			run.bat	712	A726EE56	flash\					1
F14.COM	3114	506DF186	DOS02242	Fleet Defender (1994).zip			run.bat	633	932D7D16	FleetDef\mps\f14gold\					1
ATP.EXE	120303	91D9B728	DOS02244	Flight Assignment Airline Transport Pilot (1990).zip						FlightAs\					1
FLIGHT.EXE	190558	2110865F	DOS02245	Flight Light Plus (1996).zip						FlightLi\flight\					1
FLIGHT.COM	25472	971B7BC7	DOS02246	Flightmare (1984).zip						Flightma\					1
Flight of the Amazon Queen CCD.img	443530752	2433FA88	DOS02247	Flight of the Amazon Queen (1995).zip			run.bat	534	CAE46306	fqueen\					1
VFLIGHT.EXE	4144	0D98BF07	DOS02248	Flight of the Intruder (1990).zip			RUN.BAT	424	2C9D90C4	Flightof\					1
FLIGHT.EXE	1699645	81341745	DOS02250	Flight Unlimited (1995).zip			FLIGHT.BAT	374	92B5E788	FlightUn\flight\					1
FRED.EXE	77773	2099D2ED	DOS02251	Flintstones, The - Dino - Lost in Bedrock (1990).zip						TheFlint\					1
FLIPOUT!.EXE	465526	CB0F03DE	DOS02252	FlipOut! (1997).zip			FLIPOUT!.BAT	43	D8EFFBFF	flipout!\flipout!\					1
CIRCUS.EXE	54768	17D78532	DOS02253	Flippy's Circus Coins (1988).zip						FlippysC\					1
FLIXMIX.EXE	85513	29700195	DOS02254	FlixMix (1993).zip						flixmix\					1
FLOATRIS.EXE	77548	44F56A2D	DOS02255	Floatris (1993).zip						floatris\					1
FLOOR13.EXE	50030	8925BD5D	DOS02256	Floor 13 (1992).zip						floor13\f13\					1
FLY.EXE	1676671	7207BB3E	DOS02258	Flying Corps Gold (1997).zip			run.bat	679	0C2A89D8	FlyCorpG\rowan\fly\					1
TGR.EXE	475349	1867DA78	DOS02259	Flying Tigers (1994).zip						FlyingTi\					1
TGR.EXE	492249	9C16BC2D	DOS02260	Flying Tigers II (1994).zip			START.BAT	60	9C78767D	FlyingT2\ftigers2\					1
FOOBLITZ.COM	13886	7E02A7EA	DOS02261	Fooblitzky (1985).zip						fooblitz\					1
f.exe	189663	723D1E77	DOS02262	Fool's Errand, The (1987).zip			fool.bat	370	5FDFFBCF	fool\					1
FOOTBALL.EXE	89328	9AFE87F9	DOS02263	Football (1986).zip						football\					1
FG.EXE	11735	4B62857A	DOS02264	Football Glory (1995).zip						FtballG\					1
FLTD.EXE	507925	685690AA	DOS02265	Football Limited (1994).zip						FBLimit\					1
Fb.EXE	27502	72C983F0	DOS02266	Football Manager (1982).zip			PLAY.BAT	31	24F24C14	footbama\FM1\					1
FM2.COM	1382	F07607A2	DOS02267	Football Manager 2 (1988).zip						footbam2\					1
FM3MM.EXE	161557	390C1E8B	DOS02268	Football Manager 3 (1993).zip			fm3vga.bat	43	E4F5215C	footbam3\					1
WCFM0.EXE	299749	43BDA429	DOS02270	Football Manager - World Cup Edition 1990 (1990).zip			EGA.bat	15	120E71FB	FtblMWCE\					1
FM97.EXE	592429	10CE4515	DOS02271	Football Masters 96-97 (1996).zip			FM.BAT	28	51BFAD8B	fbmast\					1
FM99.EXE	820884	E0BA37A2	DOS02272	Football Masters 99 (1999).zip			FM.BAT	28	BCCCB5FE	FootM99\					1
FF.EXE	1147648	61057899	DOS02274	Footy Fanatic (1995).zip						FootyFan\					1
FORD.EXE	18672	1BD03B67	DOS02275	Ford Simulator 5.0 (1994).zip						FordSim5\					1
FORD90.EXE	87750	A3EA1B8D	DOS02276	Ford Simulator II (1990).zip						FordSim2\					1
FORD.EXE	22272	7FA01601	DOS02277	Ford Simulator III (1992).zip						FordSim3\					1
SIMUL.EXE	29505	D8BACEC5	DOS02278	Ford Simulator, The (1987).zip			FORD.BAT	337	BFA8A1F0	TheFordS\					1
FW.EXE	68238	F15FE5CE	DOS02282	Forgotten Worlds (1991).zip						Forgotte\					1
f1.exe	64419	C63FD433	DOS02283	Formula One (1994).zip						FormulaO\					1
RADIAKI.EXE	527299	361037B8	DOS02284	Fortress of Dr. Radiaki, The (1994).zip			run.bat	527	D60F3D58	TheFortr\RADIAKI\					1
FOD.EXE	19515	DA4B9569	DOS02285	Fountain of Dreams (1990).zip						foundrea\					1
FOURCARD.EXE	17088	36E6199E	DOS02286	Four Card Solitaire (1989).zip						4cardsol\					1
LBOOT.EXE	1154	95531F0F	DOS02287	Four Crystals of Trazere, The (1992).zip			run.bat	498	A8FAF9F1	4crysTr\					1
FOURSIDE.EXE	22672	88EB2773	DOS02288	FourSide (1990).zip						fourside\					1
FOWLPLAY.EXE	45568	B78D2970	DOS02289	Fowlplay (1983).zip						Fowlplay\					1
FOX.EXE	48193	E7BF3FA2	DOS02293	Fox Ranger (1992).zip			FR.BAT	9	19F7B79F	FoxRange\					1
FRAC.EXE	144864	974C0F10	DOS02294	Frac (1990).zip						frac\					1
FRAGILE.EXE	1612039	A5C40D57	DOS02295	Fragile Allegiance (1997).zip			run.bat	676	EB1E9AFF	fragalle\					1
FRAMED.EXE	157888	6E9216D2	DOS02296	Framed (1995).zip						framadv\					1
BRUNO.EXE	63833	7F246CC2	DOS02297	Frank Bruno's Boxing (1988).zip						FrankBr\					1
Frankie.z5	91648	766FDB22	DOS02298	Frankenstein Adventure (1992).zip			frotz.exe	129024	57987597	frankadv\					1
FRANCO.EXE	156499	1DA1F865	DOS02299	Franko - The Crazy Revenge (1996).zip			FRANKO.BAT	39	CA0BFE74	FrankoTh\					1
BIGHURT.EXE	87806	F5E4D437	DOS02300	Frank Thomas Big Hurt Baseball (1996).zip			run.bat	760	FC920072	FrankTho\ACCLAIM\BIGHURT\					1
FFF.EXE	80296	A95039CA	DOS02301	Freakin Funky Fuzzballs (1990).zip			run.bat	470	A6F4EC83	freakff\					1
FREDDY2.COM	7281	8782763A	DOS02302	Freddy Hardest in South Manhattan (1989).zip						FredHard\					1
RESOURCE.000	5490246	AA7A41AD	DOS02303	Freddy Pharkas Frontier Pharmacist (1993).zip			run.bat	733	5A5E9345	freddy\					1
FREDDY.COM	2328	257290CA	DOS02304	Freddy's Rescue Roundup (1984).zip						FreddysR\					1
GATE.EXE	15527	1471196C	DOS02305	Gateway (1992).zip			run.bat	466	6D947062	gateway\					1
freedc.exe	153568	81EB4D3A	DOS02306	Free DC (1991).zip						freedc\					1
LOADER.COM	49322	C1B1227F	DOS02307	Freedom - Rebels in the Darkness (1988).zip						FreeRinD\					1
FISHING.EXE	114416	CD20762E	DOS02308	Freshwater Fishing Simulator (1995).zip						Freshwat\					1
FRIGATE.EXE	153248	68B3607D	DOS02309	Frigate (1989).zip						frigate\					1
FRIEGA.EXE	8239	B53046F2	DOS02310	Frightmare (1989).zip			Play.bat	479	2E251AE0	Frightma\					1
FRONTIER.EXE	111151	8749AE60	DOS02312	Frontier - Elite 2 (1993).zip						frontir2\					1
FIRSTENC.EXE	2101248	5F81882E	DOS02313	Frontier - First Encounters (1995).zip			run.bat	670	CFC9E335	frontier\					1
FL.EXE	955949	5EE542F0	DOS02315	Front Lines (1994).zip			RUN.BAT	843	7AB4AF81	fronline\					1
PLAYBALL.COM	1793	C27AE16A	DOS02316	Front Page Sports Baseball '94 (1994).zip			run.bat	507	51163FE7	FPSBas94\baseball\					1
HIKE.COM	1318	560D3E61	DOS02317	Front Page Sports Football (1992).zip			run.bat	478	9B7E5EF6	FPSFBall\dynamix\football\					1
HIKE.COM	1489	B9E1DAAA	DOS02318	Front Page Sports Football Pro (1993).zip			run.bat	758	72E049C3	FPSFBPro\fbpro\					1
SNAP.EXE	50688	AB805697	DOS02319	Front Page Sports Football Pro '96 Season (1995).zip			HIKE.BAT	56	DF74C2D0	FPSFP96\FBPRO96\					1
fsalad.exe	340734	657A96F5	DOS02320	Fruit Salad (1997).zip						fruitsal\					1
FQ.COM	3121	984B800C	DOS02322	Fuck Quest (1998).zip						fuck1\					1
VOL.0	446539	56F338AA	DOS02323	Fuck Quest 2 - Romancing the Bone (2004).zip			AGI.EXE	39424	4C32A6D2	fuck2\					1
fmp.com	6797	521B53E2	DOS02324	Full Metal Planete (1990).zip						fullmeta\					1
THROTTLE.EXE	330953	4082F39D	DOS02325	Full Throttle (1995).zip						fullt\throttle\					1
FUNBALL.EXE	104534	8EC08294	DOS02327	Funball (1995).zip						funball\					1
FF2.EXE	244522	621D02EF	DOS02329	Funny Face (1990).zip			run.bat	306	8E481C58	FunnyFac\					1
FS.EXE	1876	E9A73040	DOS02331	Fun School 4 - for 5 to 7 Year Olds (1992).zip						FunSchoo\FSFROG\					1
FURY.EXE	579971	FC319031	DOS02335	Fury of the Furries (1993).zip			GO.BAT	114	D4547368	Furyofth\					1
FC1.EXE	39342	57C82495	DOS02337	Future Classics (1990).zip						futclass\					1
FD.EXE	11411	80444644	DOS02338	Future Dimension (1995).zip			FDD.BAT	442	9E4EB10D	FutureDi\fdd\					1
FW.COM	1906	0A5BCFC6	DOS02339	Future Wars (1989).zip			run.bat	629	C2181929	Fwars\					1
FUZZYCD2.bin	27325536	DCBF4E18	DOS02340	Fuzzy's World of Miniature Space Golf (1995).zip		Image				FuzzysWo\cd\					1
FIGHT.EXE	644921	582A3AFC	DOS02341	FX Fighter (1995).zip						FXFighte\FXFight\					1
RESOURCE.000	12581736	79BE8B9F	DOS02343	Gabriel Knight 1 - Sins of the Fathers (1993).zip			run.bat	750	AFC52B8B	gk1\					1
GAME.EXE	41553	48795478	DOS02345	Gadget - Lost in Time (1993).zip						GadgetLo\					1
GALACTA.EXE	113405	08BC78DD	DOS02346	Galacta - The Battle for Saturn (1992).zip						GalactaT\					1
HARMONY.COM	34896	561DE915	DOS02350	Game of Harmony, The (1990).zip			run.bat	434	9F63A303	gameharm\					1
LIFE.EXE	180976	279E85EA	DOS02351	Game of Life, The (1992).zip						gamelife\					1
ROBOT1.EXE	201502	A302A82D	DOS02352	Game of Robot, The (1988).zip						TheGameo\					1
GAMES92.EXE	11602	3A1D81A2	DOS02356	Games '92, The - Espana (1992).zip						TGame92\					1
CHECKERS.EXE	301272	9E46E9FD	DOS02359	Games People Play, The - Gin, Cribbage, Checkers, and Backgammon (1990).zip			pick.bat	462	C9B312AA	TheGames\					2
SUMMER.EXE	1442592	A4D48FDE	DOS02360	Games, The - Summer Challenge (1992).zip			run.bat	484	6101B7DD	TGameSmC\summer\					1
thegames.exe	29293	A6AEA184	DOS02361	Games, The - Summer Edition (1988).zip						TGameSmE\					1
WINTER.EXE	684032	D3BEFF6D	DOS02362	Games, The - Winter Challenge (1991).zip			RUN.BAT	672	AB87FBBD	TGameWnC\winter\					1
GAMES.EXE	15905	C4D5BC6A	DOS02363	Games, The - Winter Edition (1988).zip						TGameWnE\					1
noname.exe	29696	858285DD	DOS02364	Game With No Name, The (1990).zip						TheGameW\					1
GAMMA486.EXE	338992	7.35E+47	DOS02365	Gamma Wing (1991).zip			GAMMA.BAT	26	9A81AB55	GammaWin\Gamma\					1
GANJAFRM.EXE	197344	73DC5863	DOS02366	Ganja Farmer (1998).zip			GANJA.BAT	19	2E0072B9	GanjaFar\					1
GAPPER.EXE	40369	4171325D	DOS02367	Gapper (1986).zip						Gapper\					1
PAC.EXE	429856	FE2893BA	DOS02368	Gary Grigsby's Pacific War (1992).zip			run.bat	484	77D618C2	ggrigpw\					1
Pac.exe	506475	7098AC1E	DOS02369	Gary Grigsby's Pacific War (2000).zip						ggrigpwr\					1
WIR2.EXE	401401	75C5497F	DOS02370	Gary Grigsby's War in Russia (1993).zip			run.bat	503	AC63B16A	ggrigwr\					1
HOME.EXE	14273	3800BE90	DOS02371	Gateway 2 - Homeworld (1993).zip			run.bat	466	A5213EF7	gateway2\					1
GAME.EXE	36603	01AF24A2	DOS02372	Gateway to the Savage Frontier (1991).zip			run.bat	937	0CE44052	gatesf\					1
GTWRLD1.EXE	163354	6AF64335	DOS02373	Gateworld (1993).zip			run.bat	1655	7232FAA6	Gateworl\					1
GTWRLD2.EXE	158354	AF5CB8F8	DOS02373	Gateworld (1993).zip			run.bat	1655	7232FAA6	Gateworl\					1
GTWRLD3.EXE	162470	E2BC6FA5	DOS02373	Gateworld (1993).zip			run.bat	1655	7232FAA6	Gateworl\					1
Gato.exe	27248	7CFA9788	DOS02374	GATO (1984).zip						GATO\					1
GAUNTLET.EXE	944	AE14F8C3	DOS02375	Gauntlet (1988).zip						Gauntlet\					1
gauntlet.exe	81356	57CCF775	DOS02376	Gauntlet II (1989).zip						Gauntle2\					1
GAZZA2.EXE	50516	62C87135	DOS02378	Gazza II (1991).zip			run.bat	603	F1B46AF3	gazza2\					1
GBA.EXE	140672	273BB721	DOS02379	GBA Championship Basketball - Two-on-Two (1986).zip						GBAChamp\					1
GEAR.EXE	141936	E905DFAB	DOS02381	Gear Works (1992).zip						gearwork\					1
GEEKWAD.EXE	575072	556B1904	DOS02382	Geekwad, The - Games of the Galaxy (1993).zip			run.bat	685	5770ADAD	TheGeekw\geekwad\					1
LOADER.EXE	203070	6D825B61	DOS02384	Geisha (1990).zip			GO.BAT	35	A2547591	geisha\					1
KOEI.COM	2278	ECEF9E10	DOS02385	Gemfire (1992).zip						gemfire\					1
GEMINI2.EXE	98656	A3F5C12A	DOS02386	Gemini-2 (1986).zip						Gemini2\					1
GW.EXE	738736	35C16AB9	DOS02388	Gender Wars (1996).zip						genderwr\					1
VIC32.EXE	626681	61587770	DOS02389	Gene Machine, The (1996).zip			run.bat	673	9278AC3A	genem\					1
GENEWARS.EXE	37660	339424FF	DOS02390	Genewars (1996).zip			RUN.BAT	354	58395933	genewars\					1
KHAN.COM	785	640EA34C	DOS02391	Genghis Khan (1989).zip						ghenkhn\					1
EGA.EXE	144071	3FDE08D6	DOS02392	Genghis Khan (1991).zip			DISCO.BAT	473	D3276D8B	ghenkhan\					1
KOEI.COM	655	FB7923BC	DOS02393	Genghis Khan II - Clan of the Grey Wolf (1993).zip						ghenkhn2\					1
GENOCIDE.EXE	250288	2BD6B0A9	DOS02394	Genocide (1996).zip						genocide\					1
Gerbil.z5	79360	16429B0E	DOS02395	Gerbil Riot of '67 (1988).zip			frotz.exe	129024	57987597	gerbil\					1
GERTSEC.EXE	53864	BC15550D	DOS02396	Gertrude's Secrets (1986).zip			GS.BAT	40	353214A9	Gertrude\					1
START.EXE	58214	CBF2FC05	DOS02397	Gettysburg - The Turning Point (1986).zip			GTTYSBRG.BAT	22	48FAD7FA	gettystp\					1
FOOTBALL.EXE	202528	8D06B7BE	DOS02398	GFL Championship Football (1987).zip						GFLChamp\					1
gbii.com	754	61EEF0EB	DOS02399	Ghostbusters II (1989).zip			run.bat	609	9A04D87B	Ghostbu2\					1
FIREFLY.EXE	167261	8EBE5642	DOS02400	Ghost of the Fireflies (2007).zip						ghosfire\					1
GHOST.EXE	95932	24F2C7BA	DOS02401	Ghosts 'N Goblins (1987).zip						GhostsNG\					1
slug.exe	48628	9A74F627	DOS02402	Giant Space Slug (1990).zip						GiantSpa\					1
giddy3.exe	104647	AAB30B30	DOS02403	Giddy 3 - The Retro Eggsperience (2000).zip						giddy3\					1
G.EXE	70768	D47DB2A9	DOS02405	Girlfriend Construction Set (1989).zip						girlcost\					1
GLAD.EXE	419611	60F1D524	DOS02406	Gladiator (1995).zip						Gladiato\Glad\					1
SOVIETII.EXE	36528	D4507E4F	DOS02407	Soviet Block II (1991).zip						SvitBlk2\					1
CONQUEST.EXE	11681	628D35A3	DOS02408	Global Conquest (1992).zip			RUN.BAT	353	DD8B615B	globconq\					1
G&B.EXE	229517	ABF819F0	DOS02409	Global Dilemma, The - Guns or Butter (1990).zip			GB.BAT	61	2CA86861	TheGloba\					1
GLOBAL.EXE	627360	20F1CBDE	DOS02410	Global Domination (1993).zip			run.bat	637	9F9AED59	globdomi\					1
RUN.EXE	1255	6E702C5E	DOS02411	Global Effect (1992).zip			run.bat	458	25C59632	globeffe\					1
MENU.EXE	144863	A7513691	DOS02412	Gloriana (1996).zip			run.bat	541	F1AFD9CA	gloriana\					1
gnafu.com	25240	BFBC8BEB	DOS02413	Gnafu (1986).zip						Gnafu\					1
MENU.EXE	9984	00CE82A0	DOS02414	Gnome Ranger (1987).zip						gnomer1\					1
GOAL.EXE	79910	E853CDCF	DOS02415	Goal! (1993).zip			run.bat	406	8CBFEECA	Goal!\					1
GOAL94.EXE	93893	D75B8A1D	DOS02416	Goal 94 (1994).zip						Goal94\					1
GOAL.EXE	92391	4FA41168	DOS02417	Goal II (1992).zip						GoalII\					1
GOB.EXE	82990	5F071446	DOS02418	Gobliiins 1 (1991).zip			GOB.BAT	36	44475840	gob1\coktel\					1
GOB2.EXE	106239	F7F89D74	DOS02419	Gobliins 2 (1992).zip			GOB2.BAT	44	48FF2C46	gob2\coktel\					1
GOB3.EXE	226496	41EB3947	DOS02420	Goblins 3 (1993).zip			GOB3.BAT	37	0B0D7680	gob3\coktel\					1
GOBMAN.EXE	164578	5BA4C4FE	DOS02421	Gobman (1992).zip						Gobman\					1
GOD.EXE	59985	832B0711	DOS02422	Godfather, The - The Action Game (1991).zip						TheGodfa\					1
GOT.EXE	389305	4B475731	DOS02423	God of Thunder (1993).zip						godthund\					1
GODS.EXE	4868	5B7CFBA9	DOS02424	Gods (1991).zip			run.bat	585	994FB50D	Gods\gods\					1
GOFERPOP.EXE	80482	BF5A7B89	DOS02425	Goferpop (1991).zip						Goferpop\					1
gold.exe	7504	AD850952	DOS02428	Golden Axe (1990).zip						GoldenAx\					1
BASKET.EXE	2857	58C6CFDC	DOS02429	Golden Basket (1990).zip						GoldenBa\					1
EAGLE.EXE	64808	8F8ACD42	DOS02431	Golden Eagle (1991).zip			run.bat	534	BF51BD0F	GoldenEa\					1
gold.exe	188314	263D23E7	DOS02437	Gold of the Americas - The Conquest of the New World (1989).zip						goldamer\					1
GOLD.COM	2210	DD213A92	DOS02438	Gold of the Aztecs, The (1990).zip						TheGoldo\					1
grvol.0	78086	4446A980	DOS02439	Gold Rush! (1988).zip			sierra.com	3134	829DBDEF	goldrush\					1
GOLF4N.COM	38085	2A12FFCF	DOS02440	Golf's Best - St. Andrews - The Home of Golf (1986).zip						GolfsB\					1
GFISHEXE.EXE	1308696	30553091	DOS02441	Gone Fishin' (1994).zip			GF.BAT	53	0480A1E8	GoneFish\amtex\GONEFISH\					1
GONZALEZ.EXE	2371	3217D63B	DOS02442	Gonzzalezz (1989).zip						Gonzzale\					1
GOODY.EXE	2311	C731474E	DOS02443	Goody (1987).zip						goody\					1
GOOFY.EXE	62464	18FED018	DOS02444	Goofy's Railway Express (1991).zip						GoofysRa\					1
GO.EXE	358316	705C6CED	DOS02445	Go Simulator (1991).zip						gosimu\					1
PSSM.EXE	91343	FC53C976	DOS02446	Graeme Souness Soccer Manager (1992).zip						GraemeSo\PSSM\					1
GRAIL.EXE	143294	827CF9BD	DOS02447	Grailquest (1989).zip			GQ.BAT	17	80465783	gquest\					1
GFLEET.EXE	212908	929EC72B	DOS02448	Grandest Fleet, The (1994).zip			run.bat	640	4BF28398	TheGrand\gfleet\					1
GMCHESS.EXE	298169	CD3CA6E2	DOS02450	Grandmaster Chess (1993).zip			run.bat	472	05637C20	grandchs\gmchess\					1
GMCHESS.EXE	298363	EF317081	DOS02451	Grandmaster Chess (CD-ROM Edition) (1993).zip			run.bat	516	A6FB84CB	GMChesCD\GMChess\					1
gms2.exe	83840	DAFE9314	DOS02452	Grand Monster Slam (1989).zip			gms.bat	93	CB9186B5	GrandMon\					1
gms1.exe	17920	E1FB9833	DOS02452	Grand Monster Slam (1989).zip			gms.bat	93	CB9186B5	GrandMon\					1
GPV.EXE	40035	945689EE	DOS02453	Grand Prix 500 2 (1991).zip			GP.BAT	997	9C29F249	GPrix52\					1
GP.EXE	156192	91299EFB	DOS02454	Grand Prix 500 cc (1987).zip						GrandPri\					1
GP.EXE	1106	28AAD2BE	DOS02455	Grand Prix Circuit (1988).zip						GPrixC\					1
GP2.EXE	5702937	10AA2A20	DOS02456	Grand Prix 2 (1995).zip			RUN.BAT	336	02FEBF65	GPrix2\					1
ASPEGA.DAT	312	F05D41F8	DOS02457	Grand Prix Master (1989).zip			DINAMIC.BAT	31	0BBB34CB	GPMast\					1
gpu.exe	174899	8815B80F	DOS02458	Grand Prix Unlimited (1992).zip			run.bat	464	529DF425	GPrixU\					1
CYBRON1.EXE	88352	7E4DE494	DOS02459	Grand Slam Bridge (1987).zip			GGS.BAT	10	F401AD8B	gslambri\					1
BRIDGE.COM	944	55EEC5D8	DOS02460	Grand Slam Bridge II (1992).zip						grandslm\					1
K.EXE	446547	C89BC613	DOS02461	Grand Theft Auto (1997).zip			run.bat	1673	F46C8E9B	GTA\					1
GRANNY.EXE	11008	830336F1	DOS02465	Granny's Place (1983).zip						granny\					1
GRVDIG1.EXE	109838	83E4CF7B	DOS02466	Gravedigger (2002).zip						Gravedig\					1
GY.EXE	55933	941E3A9E	DOS02467	Grave Yardage (1989).zip						GraveYar\					1
GRVTN101.EXE	114306	F6665453	DOS02468	Graviton (1992).zip			GRAVITON.bat	72	2A922313	Graviton\					1
gf.exe	427260	869B01AC	DOS02469	Gravity Force (2000).zip						GravFo2k\					1
ESCAPE.EXE	64736	5262D252	DOS02472	Great Escape, The (1987).zip						greatesc\					1
TGM.exe	92104	8ADCC533	DOS02474	Great Machine, The (2005).zip						tgm\					1
GNB.EXE	40521	207D19EE	DOS02475	Great Napoleonic Battles (1991).zip						greatnpb\					1
GNBNA386.EXE	596832	22000BE3	DOS02478	Great Naval Battles Vol I - North Atlantic 1939-1943 (1992).zip			run.bat	564	1E005CFC	gnb1na\					1
GNBG.EXE	977383	9DAA6EE8	DOS02481	Great Naval Battles Vol II - Guadalcanal 1942-43 (1994).zip			run.bat	571	5A597712	gnb2g\					1
GNB3.EXE	1160283	ADE6DC91	DOS02482	Great Naval Battles Vol III - Fury in the Pacific 1941-1944 (1995).zip			run.bat	309	207FD5C5	gnb3fp\					1
GNB4.EXE	1508491	EDD124FC	DOS02483	Great Naval Battles Vol IV - Burning Steel 1939-1942 (1995).zip			run.BAT	307	D35FF5A7	gnb4bs\					1
golf.com	60192	00EAA769	DOS02484	Greg Norman's Shark Attack! The Ultimate Golf Simulator (1989).zip						GregNorm\					1
GREMLINS.EXE	110688	70293D62	DOS02485	Gremlins 2 - The New Batch (1990).zip			GREMLINS.EXE	62773	66AA1FEE	Grem291\					1
GREMLINS.EXE	62773	66AA1FEE	DOS02486	Gremlins 2 - The New Batch (1991).zip			GREMLINS.EXE	110688	70293D62	Grem290\					1
GRIME.EXE	10496	DF4C463A	DOS02488	Grime (1984).zip						Grime\					1
GEMS3.EXE	443584	4B0EA986	DOS02489	G-stones III (1994).zip						Gstones\					1
GTRACING.EXE	388160	4E9A3D75	DOS02491	GT Racing 97 (1997).zip						GTRacing\GT97\					1
V.COM	769	9BC0403E	DOS02492	Guardians (1991).zip						guardia\					1
GOI.EXE	153152	7F4EBCF1	DOS02493	Guardians of Infinity - To Save Kennedy (1988).zip			KENNEDY.BAT	1535	A98A0699	guardken\					1
doguild.exe	1552	662C3967	DOS02494	Guild of Theives (1987).zip			GUILD.BAT	51	468A550C	guild\					1
ENGLISH.EXE	111440	B0DDAB53	DOS02495	Innocent Until Caught 2 - Presumed Guilty (1995).zip			run.bat	769	019F094B	iuc2\guilty\					1
GUIMO.EXE	549888	CBC08B29	DOS02496	Guimo (1997).zip						Guimo\Guimo\					1
OTA.EXE	91011	23FEBC1A	DOS02497	Guldkorn Expressen (1991).zip						Guldkorn\					1
GS.EXE	8320	81905902	DOS02498	Gulf Strike (1985).zip						gulkstrk\					1
BOOTS.EXE	78592	1981EFEB	DOS02499	Gumboots Australia (1990).zip						gumboots\					1
gb.exe	141333	AB88A3F4	DOS02500	Gunboat (1990).zip			run.bat	396	E5FDD886	Gunboat\					1
GUN.EXE	3031472	E4E08B2A	DOS02501	Gunmetal (1998).zip			RUN.BAT	554	46ECE0BD	Gunmetal\					1
GS.COM	3432	BB39FD7D	DOS02503	Gunship (1986).zip						Gunship\					1
GS2000.COM	949	B12B5645	DOS02505	Gunship 2000 (CD-ROM Edition) (1993).zip			run.bat	488	D99AB877	GSHP2KCD\mps\gs2000\					1
OPTIONS.EXE	346443	79BF51AC	DOS02507	Guts 'n' Garters in DNA Danger (1997).zip			GUTS.BAT	362	1CF01066	GutsnGar\Guts\					1
GuySpy.bin	29056608	DFFDBFDD	DOS02508	Guy Spy and the Crystals of Armageddon (1992).zip		Image				GuySpyan\CD\					1
H2O.EXE	5007790	62B1672C	DOS02510	H2O (1996).zip						h2o\					1
hack.exe	84532	9CD79EE1	DOS02511	Hack (1984).zip						hack\					1
HACKER.EXE	53248	5E78E3D0	DOS02512	Hacker (1985).zip						hacker\					1
HACX.EXE	26236	AD851434	DOS02513	HacX (1997).zip			run.bat	475	2B1648AB	HacX\DOOM2\					1
hamurabi.exe	36608	9B8EDE13	DOS02514	Hamurabi (1996).zip						hamurabi\					1
HANDY.EXE	59706	0457A7AF	DOS02515	Handy Caps (1991).zip						HandyCa\					1
HANG4.EXE	48397	3EC688B6	DOS02516	Hangman! (1992).zip						hangman\42\					1
HANSOUND.EXE	281870	9886CA43	DOS02517	Hannibal (1992).zip			HAN.BAT	36	84B5FCB2	hannibal\					1
HAPPY.EXE	496128	9D185172	DOS02520	HappyLand Adventures (2000).zip						HappyLan\					1
HARALD.EXE	81139	3C25ADDE	DOS02521	Harald Hardtooth in The fight of the clean teeth (1992).zip						Harald\Harald\					1
HARDBALL.EXE	2048	9676F2E1	DOS02522	HardBall! (1987).zip						Hball\					1
HB4.EXE	985009	60913153	DOS02523	HardBall 4 (1994).zip			run.bat	607	AA542BEE	HBall4\HB4\					1
HB5.EXE	1019473	E01DC9F3	DOS02524	HardBall 5 (1995).zip			RUN.BAT	336	9471EDF6	HardBall\					1
