eXoID	Game	Folder	AutoexecEcho	AutoexecMounts	AutoexecPrelauncher1	AutoexecPrelauncher2	AutoexecPrelauncher3	AutoexecPrelauncher4	AutoexecExecuteable	AutoexecLastMountPath	AutoexecLastPathChange	AutoexecPathChanges	Adir	Bdir	Cdir	Ddir	ExitFound	DOSBoxVersion	ScummVM
DOS00604	The $100,000 Pyramid	$100000P		C;;$100000P;|					pyramid	c:	$100000P	c:\$100000P pyramid|			$100000P		Yes	dosbox.exe	
DOS05904	High $take$	$takes		C;;;|					call autoexec	c:	$takes	c:\$takes call autoexec|					Yes	dosbox.exe	
DOS15189	+K	+K		C;;+K;|					maska sb	c:		c: maska sb|			+K		Yes	ece4230\dosbox.exe	
DOS00603	007: Licence to Kill	007Licen		C;;;|					BONDE	c:	007Licen	c:\007Licen BONDE|					Yes	ece4230\dosbox.exe	
DOS00605	1000 Miglia	1000Migl		C;;;|					call RUNME	c:	1000Migl	c:\1000Migl call RUNME|					Yes	dosbox.exe	
DOS07738	1,000 Miler	1000mile		C;;1000mile;|					intrmile	c:		c: intrmile|			1000mile		Yes	dosbox.exe	
DOS00012	10Rogue	10Rogue		C;;10Rogue;|					10rogue	c:		c: 10rogue|			10Rogue		Yes	dosbox.exe	
DOS00610	10th Frame	10thFram		C;;10thFram;|					bowl	c:	10thFram	c:\10thFram bowl|			10thFram		Yes	dosbox.exe	
DOS00613	The 11th Hour	11thHour		C;;11thhour;|D;IMG;1.cue;-t iso|e;IMG;2.cue;-t iso|f;IMG;3.cue;-t iso|g;IMG;4.cue;-t iso|					call run	c:		c: call run|			11thhour	1.cue	Yes	ece4230\dosbox.exe	
DOS15963	120 Degrees Below Zero	120Deg		C;;120Deg;|					SCIV	c:		c: SCIV|			120Deg		Yes	ece4230\dosbox.exe	
DOS07258	123-Talk	123Talk		C;;123Talk;|					123_TALK	c:		c: 123_TALK|			123Talk		Yes	dosbox.exe	
DOS00614	15 Move Hole Puzzle	15move		C;;15move;|					movehole	c:	15move	c:\15move movehole|			15move		Yes	dosbox.exe	
DOS07259	The 15 Puzzle	15Puzz82		C;;15Puzz82;|					15puzzle	c:		c: 15puzzle|			15Puzz82		Yes	dosbox.exe	
DOS00615	15x15	15x15		C;;;|					puzzle	c:	15x15	c:\15x15 puzzle|					Yes	dosbox.exe	
DOS00616	16	16STR		C;;16STR;|					16	c:		c: 16|			16STR		Yes	dosbox.exe	
DOS00617	1830: Railroads and Robber Barons	1830		C;;;|					call run	c:	1830	c:\1830 call run|					Yes	ece4230\dosbox.exe	
DOS00618	1869	1869		C;;;|					1869	c:	1869	c:\1869 1869|					Yes	dosbox.exe	
DOS00619	1942: The Pacific Air War	1942PAW		C;;1942PAW;|	JEMMEX FRAME=E000 LOAD				call run	c:		c: JEMMEX FRAME=E000 LOAD| call run|			1942PAW		Yes	ece4230\dosbox.exe	
DOS07689	1993	1993		C;;1993;|					1993	c:		c: 1993|			1993		Yes	dosbox.exe	
DOS00621	1993tris	1993tris		C;;;|					1993tris	c:	1993tris	c:\1993tris 1993tris|					Yes	dosbox.exe	
DOS00622	1994Pool+	1994Pool		C;;1994Pool;|					1994POOL	c:	1994Pool	c:\1994Pool 1994POOL|			1994Pool		Yes	dosbox.exe	
DOS07261	1995Card+	1995Card		C;;1995Card;|					1995card /q	c:		c: 1995card /q|			1995Card		Yes	dosbox.exe	
DOS07262	1998 Amerika	1998Amer		C;;1998Amer;|					run	c:		c: run|			1998Amer		Yes	dosbox.exe	
DOS02228	First Expedition	1stexp		C;;;|					ex1	c:	1stexp	c:\1stexp ex1|					Yes	dosbox.exe	
DOS00623	1st Person Pinball	1stPerso		C;;1stPerso;|					game	c:	1stPerso	c:\1stPerso game|			1stPerso		Yes	dosbox.exe	
DOS00624	1 Ton	1Ton		C;;1Ton;|	MRESET.COM				1ton	c:	1Ton	c:\1Ton MRESET.COM| 1ton|			1Ton		Yes	dosbox.exe	
DOS00625	20,000 Leagues Under the Sea	20000		C;;;|					loader.com	c:	20000	c:\20000 loader.com|					Yes	dosbox.exe	
DOS07769	2048x2048	20482048		C;;20482048;|					2048.com	c:		c: 2048.com|			20482048		Yes	dosbox.exe	
DOS07263	21	21Sim		C;;21Sim;|					21	c:		c: 21|			21Sim		Yes	dosbox.exe	
DOS00630	221B Baker St.	221baker		C;;;|					221	c:	221baker	c:\221baker 221|					Yes	dosbox.exe	
DOS00631	2400 A.D.	2400ad	.[13][10]When prompted to input the Player Disk drive[13][10]or the game disk use "C"[13][10].[13][10]	C;;;|					2400ad	c:	2400ad	c:\2400ad 2400ad|					Yes	dosbox.exe	
DOS15188	25	25		C;;25;|					25	c:		c: 25|			25		Yes	dosbox.exe	
DOS17471	Two Days at the Race	2DaysR		C;;2DaysR;|					TWOD	c:		c: TWOD|			2DaysR		Yes	ece4230\dosbox.exe	
DOS15190	2 Fast 4 You	2Fast4U		C;;2Fast4U;|					bifi	c:		c: bifi|			2Fast4U		Yes	dosbox.exe	
DOS00278	2x2	2x2		C;;2x2;|					tab	c:		c: tab|			2x2		Yes	dosbox.exe	
DOS00636	3-D Body Adventure	3-DBodyA		C;;3-DBodyA;|D;IMG;3d.cue;-t cdrom|					call run	c:	3dbody	c:\3dbody call run|			3-DBodyA	3d.cue	Yes	ece4230\dosbox.exe	
DOS00644	3-D TableSports	3-DTable		C;;3-DTable;|					call ts	c:	3-DTable	c:\3-DTable call ts|			3-DTable		Yes	ece4230\dosbox.exe	
DOS15191	.386 Spys	386Spys		C;;386Spys;|					SPYS	c:		c: SPYS|			386Spys		Yes	dosbox.exe	
DOS06492	3 Card High Low Poker	3chlp		C;;3chlp;|					3_CARD	c:	3DWorldB	c:\3DWorldB 3_CARD|			3chlp		Yes	dosbox.exe	
DOS17472	3D Alchemy	3DAlchem		C;;3DAlchem;|D;IMG;3dgamealchemy.iso;-t cdrom|					call run	c:		c: call run|			3DAlchem	3dgamealchemy.iso	Yes	ece4230\dosbox.exe	
DOS15194	3D Ball	3DBall87		C;;3DBall87;|					THREEDEE	c:		c: THREEDEE|			3DBall87		Yes	dosbox.exe	
DOS00635	3D Ball Blaster	3DBallBl		C;;3DBallBl;|					call start	c:		c: call start|			3DBallBl		Yes	dosbox.exe	
DOS15192	3D Baller	3DBaller		C;;3DBaller;|					baller	c:		c: baller|			3DBaller		Yes	dosbox.exe	
DOS00637	3D Bomber	3DBomber		C;;3DBomber;|					call run	c:		c: call run|			3DBomber		Yes	ece4230\dosbox.exe	
DOS00639	3DCube	3DCube		C;;;|					3dcube	c:	3DCube	c:\3DCube 3dcube|					Yes	dosbox.exe	
DOS15964	3D CyberPuck	3DCyPuck		A;;3DCyPuck\floppy;-t floppy|C;;3DCyPuck;|					call run	c:		c: call run|	3DCyPuck\floppy		3DCyPuck		Yes	ece4230\dosbox.exe	
DOS00641	3-Demon	3Demon		C;;3Demon;|					call demon	c:	3Demon	c:\3Demon call demon|			3Demon		Yes	dosbox.exe	
DOS15195	3Detris	3Detris		C;;3Detris;|					3DETRIS	c:		c: 3DETRIS|			3Detris		Yes	dosbox.exe	
DOS00268	3D Hamster's Adventure	3dham		C;;3dham;|					call hamster	c:		c: call hamster|			3dham		Yes	dosbox.exe	
DOS07834	3DHero	3DHero		C;;3DHero;|D;IMG;3DHERO.CUE;-t cdrom|					hero	c:	3Dhero	c:\3Dhero hero|			3DHero	3DHERO.CUE	Yes	ece4230\dosbox.exe	
DOS00286	3D Pinball	3DPinba		C;;3DPinba;|					CBS12	c:		c: CBS12|			3DPinba		Yes	dosbox.exe	
DOS00643	3-D Pitfall	3dpitfal		C;;;|					3dpit	c:	3dpitfal	c:\3dpitfal 3dpit|					Yes	dosbox.exe	
DOS15196	3D Space Fighter	3DSF		C;;3DSF;|					SFIGHT	c:		c: SFIGHT|			3DSF		Yes	dosbox.exe	
DOS07264	3D Trek	3DTrek		C;;3DTrek;|					3dtrek	c:		c: 3dtrek|			3DTrek		Yes	dosbox.exe	
DOS00645	3-D Tic-Tac-Toe	3dttt		C;;;|					3dtt	c:	3dttt	c:\3dttt 3dtt|					Yes	dosbox.exe	
DOS00287	3DWorld	3DWorld		C;;3DWorld;|					3dworld	c:		c: 3dworld|			3DWorld		Yes	dosbox.exe	
DOS00646	3D World Boxing	3DWorldB		C;;3DWorldB;|					call 3DWBmidi	c:	3DWorldB	c:\3DWorldB call 3DWBmidi|			3DWorldB		Yes	dosbox.exe	
DOS07265	3D Xmas Adventure: Santa's Rescue	3DXmas		C;;3DXmas;|					call santa3d	c:		c: call santa3d|			3DXmas		Yes	dosbox.exe	
DOS05826	3-K Trivia	3ktriv		C;;3ktriv;|Boot;;3KTRIVIA.IMG;-l a|								c:\3ktriv			3ktriv		Yes	dosbox.exe	
DOS00648	3 Point Basketball	3PointBa		C;;3PointBa;|					bball	c:	3PointBa	c:\3PointBa bball|			3PointBa		Yes	dosbox.exe	
DOS05119	Three Sisters' Story	3sis		C;;;|					call 3sis	c:	3sis	c:\3sis call 3sis|					Yes	dosbox.exe	
DOS00649	3 Skulls of the Toltecs	3SKULLS		C;;;|D;IMG;3skulls.cue;-t cdrom|					call run	c:	3skulls	c:\3skulls call run|				3skulls.cue	Yes	ece4230\dosbox.exe	
DOS00650	4-D Boxing	4-DBoxin		C;;4-DBoxin;|					call run	c:		c: call run|			4-DBoxin		Yes	ece4230\dosbox.exe	
DOS07858	40080	40080		C;;40080;|					40080	c:		c: 40080|			40080		Yes	dosbox.exe	
DOS17263	4-4-2 Soccer	442		C;;442;|D;IMG;442.CUE;-t cdrom|					call 442	c:	442	c:\442 call 442|			442	442.CUE	Yes	ece4230\dosbox.exe	
DOS07869	4 Balls Billiards	4BallB		C;;4BallB;|					call run	c:		c: call run|			4BallB		Yes	dosbox.exe	
DOS02286	Four Card Solitaire	4cardsol		C;;4cardsol;|					fourcard	c:	4cardsol	c:\4cardsol fourcard|			4cardsol		Yes	dosbox.exe	
DOS02287	The Four Crystals of Trazere	4crysTr		C;;;|					call run	c:	4crysTr	c:\4crysTr call run|					Yes	ece4230\dosbox.exe	
DOS00651	4D Prince of Persia	4DPrince		C;;4DPrince;|					4D_PRIN	c:	4DPrince	c:\4DPrince 4D_PRIN|			4DPrince		Yes	dosbox.exe	
DOS00652	4D Sports Tennis	4DSports		C;;4DSports;|					call run	c:	4DSports	c:\4DSports call run|			4DSports		Yes	ece4230\dosbox.exe	
DOS15197	4-Get-It	4getit		C;;4getit;|					4-GET-IT	c:		c: 4-GET-IT|			4getit		Yes	dosbox.exe	
DOS00119	4K Adventure	4KAdvent		C;;4KAdvent;|					4ka	c:	4KAdvent	c:\4KAdvent 4ka|			4KAdvent		Yes	dosbox.exe	
DOS15198	4-Mok	4mok		C;;4mok;|					samoc	c:		c: samoc|			4mok		Yes	dosbox.exe	
DOS00654	4 Queens Computer Casino	4QueensC		C;;;|					4queens	c:	4QueensC	c:\4QueensC 4queens|					Yes	dosbox.exe	
DOS00655	4 Soccer Simulators	4SoccerS		C;;4SoccerS;|					call soccer	c:	4SoccerS	c:\4SoccerS call soccer|			4SoccerS		Yes	dosbox.exe	
DOS06487	The Fourth Generation	4thgen		C;;4thgen;|D;IMG;TFG01.iso;-t cdrom|					4gen	c:	4GEN	c:\4GEN 4gen|			4thgen	TFG01.iso	Yes	daum\dosbox.exe	
DOS00656	4th & Inches	4thInche		C;;4thInche;|					4th	c:	4thInche	c:\4thInche 4th|			4thInche		Yes	dosbox.exe	
DOS05884	The Fourth Protocol	4thproto		C;;;|					call run.bat	c:	4thproto	c:\4thproto call run.bat|					Yes	staging0.81.0a\dosbox.exe	
DOS00658	4x4 Offroad Racing	4x4Off-R	.[13][10]The numpad 0 key selects and accelerates while the arrows on the numpad steer.[13][10].[13][10]	C;;;|					4x4	c:	4x4Off-R	c:\4x4Off-R 4x4|					Yes	dosbox.exe	
DOS00659	4x4 Team	4x4Team		C;;;|					4X4TEAM	c:	4x4Team	c:\4x4Team 4X4TEAM|					Yes	dosbox.exe	
DOS17428	Five Hundred	500	.[13][10]This game has odd pauses in the beginning while it tries[13][10]to use a speech software that is in shareware mode.[13][10].[13][10]	C;;500;|					500	c:		c: 500|			500		Yes	ece4230\dosbox.exe	
DOS00660	50 Mission Crush	50miss		C;;;|					call autoexec.bat	c:	50miss	c:\50miss call autoexec.bat|					Yes	dosbox.exe	
DOS17423	Five Card Draw Poker	5CrdDPok		C;;5CrdDPok;|					DRAWPOKE DRAWPOKE.CFG LOCAL	c:		c: DRAWPOKE DRAWPOKE.CFG LOCAL|			5CrdDPok		Yes	ece4230\dosbox.exe	
DOS17424	Five Card Draw	5CrdDraw		C;;5CrdDraw;|					DRAW11	c:		c: DRAW11|			5CrdDraw		Yes	ece4230\dosbox.exe	
DOS17425	Five Card Draw Video Poker	5CrdDVP		C;;5CrdDVP;|					POKER	c:		c: POKER|			5CrdDVP		Yes	ece4230\dosbox.exe	
DOS17426	Five-Dice	5Dice		C;;5Dice;|					FIVEDICE	c:		c: FIVEDICE|			5Dice		Yes	ece4230\dosbox.exe	
DOS17427	Five Squared No Peeky Poker Solitaire	5SqrdNPP		C;;5SqrdNPP;|					DANSOLI5	c:		c: DANSOLI5|			5SqrdNPP		Yes	ece4230\dosbox.exe	
DOS00666	5th Fleet	5thflet		C;;5thflet;|					call fleet	c:	fleet	c:\fleet call fleet|			5thflet		Yes	dosbox.exe	
DOS00667	5X	5X		C;;;|					5x	c:	5X	c:\5X 5x|					Yes	dosbox.exe	
DOS00668	688 Attack Sub	688Attac		C;;688Attac;|					call run	c:		c: call run|			688Attac		Yes	staging0.80.1\dosbox.exe	
DOS07266	747-400 Precision Simulator	747400		C;;747400;|					call 747	c:		c: call 747|			747400		Yes	dosbox.exe	
DOS05966	The Seven Cities of Gold	7CitGold	.[13][10]Press Ctrl-F4 to swap disk images when prompted to insert the map disk.[13][10].[13][10]	C;;7CitGold;|					call run.bat	c:		c: call run.bat|			7CitGold		Yes	staging0.81.0a\dosbox.exe	
DOS00669	7 Colors	7colors		C;;;|					call run	c:	7colors	c:\7colors call run|					Yes	dosbox.exe	
DOS00672	The 7th Guest	7thguest	.[13][10]This game is is comprised of 2 CD's.  Press Ctrl-F4 to switch[13][10]discs when prompted.[13][10].[13][10]	C;;7thguest;|D;IMG;T7G1.cue/T7G2.cue;-t cdrom|					call run.bat	c:	t7g	c:\t7g call run.bat|			7thguest	T7G1.cue/T7G2.cue	Yes	ece4230\dosbox.exe	
DOS00673	8088 Othello	8088		C;;;|					8088	c:	8088	c:\8088 8088|					Yes	dosbox.exe	
DOS00226	Eight Queens	8queens		C;;;|					PASRUN QUEENS-D	c:	8queens	c:\8queens PASRUN QUEENS-D|					Yes	dosbox.exe	
DOS00674	9:05	905		C;;;|					905	c:	905	c:\905 905|					Yes	dosbox.exe	
DOS03755	Nine Princes in Amber	9amber		C;;;|	crack				amb	c:	9amber	c:\9amber crack| amb|					Yes	ece4230\dosbox.exe	
DOS07267	9-Hole Miniature Golf	9HoleMG		C;;9HoleMG;|					call MINIGOLF	c:		c: call MINIGOLF|			9HoleMG		Yes	dosbox.exe	
DOS03754	The Nine Lives of Secret Agent Katt	9livosak		C;;;|					agentkat	c:	9livosak	c:\9livosak agentkat|					Yes	dosbox.exe	
DOS00675	A-10 Tank Killer	A-10Tank		C;;;|					call run	c:	A-10Tank	c:\A-10Tank call run|					Yes	ece4230\dosbox.exe	
DOS17279	A-Pac	A-Pac		C;;A-Pac;|					APAC	c:		c: APAC|			A-Pac		Yes	ece4230\dosbox.exe	
DOS00894	A-Train	a-train		C;;;|					call run.bat	c:	a-train	c:\a-train call run.bat|					Yes	ece4230\dosbox.exe	
DOS00676	A2: The Ultimate Sequel To AUTS - The Ultimate Stress Relief Game	A2TheUlt		C;;A2TheUlt;|					a2	c:	A2TheUlt	c:\A2TheUlt a2|			A2TheUlt		Yes	dosbox.exe	
DOS00677	A320 Airbus: Edition Europa	A320EURO		C;;;|					a320	c:	A320EURO	c:\A320EURO a320|					Yes	ece4460\dosbox.exe	
DOS00678	A320 Airbus: Edition USA	A320USA		C;;;|					A320	c:	A320USA	c:\A320USA A320|					Yes	ece4460\dosbox.exe	
DOS00679	AAARGH!	AAARGH!		C;;AAARGH!;|					aargh	c:	AAARGH!	c:\AAARGH! aargh|			AAARGH!		Yes	dosbox.exe	
DOS17166	Aardvarks Museum	aardvark		C;;aardvark;|					__RUNME	c:		c: __RUNME|			aardvark		Yes	ece4230\dosbox.exe	
DOS06504	Avoid the Awful Thing that Vaguely Resembles a Banana!!	AATVRB	.[13][10]I have mapped the keys to the numpad as well for easier gameplay.[13][10].[13][10]	C;;AATVRB;|					avoid	c:		c: avoid|			AATVRB		Yes	dosbox.exe	
DOS03048	La Abadía del Crimen	abadia		C;;abadia;|					call run.bat	c:		c: call run.bat|			abadia		Yes	staging0.81.0a\dosbox.exe	
DOS08026	La Abadía del Crimen (Remake)	abadia2		C;;abadia2;|					crimen	c:		c: crimen|			abadia2		Yes	dosbox.exe	
DOS00680	Abandoned Places: A Time for Heroes	Abanplac		C;;;|					start	c:	abanplac	c:\abanplac start|					Yes	ece4230\dosbox.exe	
DOS07268	Abaron	Abaron		C;;Abaron;|D;IMG;ABARON.CUE;-t cdrom|					abaron	c:	Abaron	c:\Abaron abaron|			Abaron	ABARON.CUE	Yes	daum\dosbox.exe	
DOS07269	ABC Fun Keys	ABCFunK		C;;ABCFunK;|					call run	c:		c: call run|			ABCFunK		Yes	dosbox.exe	
DOS00682	ABC Monday Night Football	ABCMonda		C;;ABCMonda;|					monday	c:	ABCMonda	c:\ABCMonda monday|			ABCMonda		Yes	dosbox.exe	
DOS07270	ABC-Talk	ABCTalk		C;;ABCTalk;|					abc-talk	c:		c: abc-talk|			ABCTalk		Yes	dosbox.exe	
DOS00683	ABC Wide World of Sports Boxing	ABCWideW		C;;ABCWideW;|					call run	c:		c: call run|			ABCWideW		Yes	ece4230\dosbox.exe	
DOS07271	Abductor	Abductor		C;;Abductor;|					ABDUCTOR	c:		c: ABDUCTOR|			Abductor		Yes	dosbox.exe	
DOS00689	Abmis the Lion	Abmisthe		C;;Abmisthe;|					abmis	c:	Abmisthe	c:\Abmisthe abmis|			Abmisthe		Yes	dosbox.exe	
DOS00690	Abrams Battle Tank	AbramsBa		C;;;|					ABRAMS	c:	AbramsBa	c:\AbramsBa ABRAMS|					Yes	dosbox.exe	
DOS00692	Absolute Pinball	Absolute		C;;Absolute;|D;IMG;ABSOLUTE_PINBALL.cue;-t cdrom|					call absolute	d:		d: call absolute|			Absolute	ABSOLUTE_PINBALL.cue	Yes	dosbox.exe	
DOS00485	Abuse	Abuse		C;;Abuse;|D;IMG;Abuse v2.0f.img;-t cdrom|					call run	c:	Abuse	c:\Abuse call run|			Abuse	Abuse v2.0f.img	Yes	ece4230\dosbox.exe	
DOS00486	Abyss of Pandemonium	AbyssofP		C;;AbyssofP;|D;IMG;abyss.cue;-t cdrom|					quake -game impel -winmem 12	c:	quake	c:\quake quake -game impel -winmem 12|			AbyssofP	abyss.cue	Yes	ece4230\dosbox.exe	
DOS00484	Absolute Zero	AbZero		C;;AbZero;-freesize 500|D;IMG;AZ.cue;-t cdrom|					call run	c:	AZ	c:\AZ call run|			AbZero	AZ.cue	Yes	ece4230\dosbox.exe	
DOS15199	A La Carrera	ACarrera		C;;ACarrera;|					call CABALLO	c:		c: call CABALLO|			ACarrera		Yes	dosbox.exe	
DOS00489	Accordion	accordi		C;;;|					ACORDION	c:	accordi	c:\accordi ACORDION|					Yes	dosbox.exe	
DOS15525	Across the U.S.A.	AccrUSA		C;;AccrUSA;|					usa	c:		c: usa|			AccrUSA		Yes	dosbox.exe	
DOS00490	ACE 2	ACE2		C;;;|					call ace2	c:	ACE2	c:\ACE2 call ace2|					Yes	dosbox.exe	
DOS07531	Ace	Ace94		C;;Ace94;|					ACE	c:		c: ACE|			Ace94		Yes	dosbox.exe	
DOS00491	ACE: Air Combat Emulator	ACEAirCo		C;;;|					ace	c:	ACEAirCo	c:\ACEAirCo ace|					Yes	dosbox.exe	
DOS00492	Ace of Aces	AceofAce		C;;;|					ace	c:	AceofAce	c:\AceofAce ace|					Yes	dosbox.exe	
DOS00494	Aces of the Deep	AcesotD		A;;AcesotD\exp;-t floppy|C;;AcesotD;|D;IMG;aces.CD.iso;-t cdrom|					call run	c:	DYNAMIX\AODCD	c:\DYNAMIX\AODCD call run|	AcesotD\exp		AcesotD	aces.CD.iso	Yes	ece4230\dosbox.exe	
DOS00694	Aces of the Pacific	AcesotP		C;;AcesotP;|D;IMG;Aces of the Pacific (USA).cue;-t cdrom|					call run	c:	DYNAMIX\AOTP	c:\DYNAMIX\AOTP call run|			AcesotP	Aces of the Pacific (USA).cue	Yes	ece4230\dosbox.exe	
DOS00696	Aces Over Europe	AcesOver		C;;AcesOver;|					call run	c:	aoe	c:\aoe call run|			AcesOver		Yes	ece4230\dosbox.exe	
DOS00572	All-American College Football (1991)	ACF91		A;IMG;AACF.IMA;-t floppy|C;;ACF91;|					call run	c:		c: call run|	AACF.IMA		ACF91		Yes		
DOS17473	All-American College Football (1993)	ACF93		A;;ACF93\floppy;-t floppy|C;;ACF93;|					call ACFGM	c:		c: call ACFGM|	ACF93\floppy		ACF93		Yes		
DOS17474	All-American College Football (1995)	ACF95		C;;ACF95;|D;IMG;AACF.CUE;-t iso|					call ACF95	c:	ACF95	c:\ACF95 call ACF95|			ACF95	AACF.CUE	Yes		
DOS00698	Acheton	acheton		C;;;|					acheton	c:	acheton	c:\acheton acheton|					Yes	dosbox.exe	
DOS00699	Achtung, die Kurve!	Achtungd		C;;Achtungd;|					ZATACKA	c:	Achtungd	c:\Achtungd ZATACKA|			Achtungd		Yes	ece4230\dosbox.exe	
DOS00700	ACiD Tetris	acidtetr		C;;;|					atet	c:	acidtetr	c:\acidtetr atet|					Yes	dosbox.exe	
DOS16197	AcidWarp	acidwarp		C;;acidwarp;|					Acidwarp	c:		c: Acidwarp|			acidwarp		Yes	ece4230\dosbox.exe	
DOS00701	Ack-Ack Attack!	AckAckA		C;;AckAckA;|					ackack	c:	AckAckA	c:\AckAckA ackack|			AckAckA		Yes	dosbox.exe	
DOS07273	ACK! Man	AckMan		C;;AckMan;|					ACK	c:		c: ACK|			AckMan		Yes	dosbox.exe	
DOS07274	A Clue's Solution	ACluSol		C;;ACluSol;|					ACLUSL	c:		c: ACLUSL|			ACluSol		Yes	dosbox.exe	
DOS07275	Acquire	Acquire		C;;Acquire;|					acquire	c:		c: acquire|			Acquire		Yes	dosbox.exe	
DOS00702	Across the Rhine	acrhine		C;;acrhine;-freesize 100|D;IMG;1944 Across The Rhine - Game Disk.iso/1944 Across The Rhine - Video Disk.iso;-t cdrom|					call run	c:		c: call run|			acrhine	1944 Across The Rhine - Game Disk.iso/1944 Across The Rhine - Video Disk.iso	Yes	staging0.80.1\dosbox.exe	
DOS07276	Acrostix	Acrostix		C;;Acrostix;|					acrostix	c:		c: acrostix|			Acrostix		Yes	dosbox.exe	
DOS00457	Action SuperCross	acsupxrs		C;;acsupxrs;|					across	c:		c: across|			acsupxrs		Yes	dosbox.exe	
DOS07935	Action Fighter (1994)	ActFiSS		C;;ActFiSS;|					ACT	c:		c: ACT|			ActFiSS		Yes		
DOS00703	Action Fighter (1989)	ActionFi		C;;ActionFi;|					AFT	c:		c: AFT|			ActionFi		Yes	dosbox.exe	
DOS00708	Action Soccer	ActionSo		C;;ActionSo;|D;IMG;ACTIONSOCCER.cue;-t cdrom|	fakehma				call as	c:	Action	c: fakehma|\Action call as|			ActionSo	ACTIONSOCCER.cue	Yes	ece4230\dosbox.exe	
DOS00709	Action Stations!	actistat	.[13][10]The code sheet listed under 'extras' is required.[13][10].[13][10]	C;;;|					battle	c:	actistat	c:\actistat battle|					Yes	dosbox.exe	
DOS15201	Actua Soccer	Actua95		C;;Actua95;|D;IMG;SW6LFULL.cue;-t iso|					call run	c:	ASOCCER	c:\ASOCCER call run|			Actua95	SW6LFULL.cue	Yes	ece4230\dosbox.exe	
DOS00710	Actua Soccer: Club Edition	ActuaSoc		C;;ActuaSoc;|D;IMG;Actua Soccer - Club Edition (Europe).cue;-t cdrom|					club	c:	club	c:\club club|			ActuaSoc	Actua Soccer - Club Edition (Europe).cue	Yes	ece4230\dosbox.exe	
DOS06663	Action Worm	ActWorm		C;;ActWorm;|					AW	c:		c: AW|			ActWorm		Yes	dosbox.exe	
DOS15202	America's Cup Yacht Racing Simulator	ACYRS		C;;ACYRS;|					Amcup	c:		c: Amcup|			ACYRS		Yes	dosbox.exe	
DOS00581	Alone in the Dark	adark1		A;IMG;Disk1.ima/Disk2.ima/Disk3.ima/Disk4.ima;-t floppy|C;;adark1;|D;IMG;alone in the dark trilogy cd 1.cue;-t cdrom|					call run	c:		c: call run|	Disk1.ima/Disk2.ima/Disk3.ima/Disk4.ima		adark1	alone in the dark trilogy cd 1.cue	Yes	ece4230\dosbox.exe	
DOS00582	Alone In The Dark 2	adark2		C;;;|D;IMG;alone in the dark trilogy cd 2.cue;-t cdrom|					call run	c:	adark2	c:\adark2 call run|				alone in the dark trilogy cd 2.cue	Yes	dosbox.exe	
DOS00583	Alone in the Dark 3	adark394		C;;;|D;IMG;alone in the dark trilogy cd 3.cue;-t cdrom|					AITD3	c:	adark394	c:\adark394 AITD3|				alone in the dark trilogy cd 3.cue	Yes	dosbox.exe	
DOS07674	A.D Cop	ADCop		C;;ADCop;|D;IMG;ADCOP.CUE;-t cdrom|					call run	c:		c: call run|			ADCop	ADCOP.CUE	Yes	ece4230\dosbox.exe	
DOS00713	Add It!	AddIt		C;;AddIt;|					addit	c:		c: addit|			AddIt		Yes	dosbox.exe	
DOS15203	Adentrator	Adentrat		C;;Adentrat;|					call ADENTRA	c:		c: call ADENTRA|			Adentrat		Yes	dosbox.exe	
DOS00591	Altered Destiny	ADestiny		C;;;|					call run	c:	adestiny	c:\adestiny call run|					Yes	ece4230\dosbox.exe	
DOS00794	Angel Devoid: Face of the Enemy	adevoid	.[13][10]This game spans 4 CDs. Press Ctrl+F4 when prompted to switch to the next disc.[13][10].[13][10]	C;;;|D;IMG;Angel_1.cue/Angel_2.cue/Angel_3.cue/Angel_4.cue;-t cdrom|					angel	c:	adevoid	c:\adevoid angel|				Angel_1.cue/Angel_2.cue/Angel_3.cue/Angel_4.cue	Yes	ece4230\dosbox.exe	
DOS17475	Adidas Power Soccer	adidas		C;;adidas;|D;IMG;APS.CUE;-t cdrom|					call APS	c:	APSS	c:\APSS call APS|			adidas	APS.CUE	Yes	ece4230\dosbox.exe	
DOS00019	Art D's Batch Adventure (Trilogy)	adnext		C;;adnext;|2;IMG;c.img;-size 512,63,16,20 -fs none|Boot;;;-l c|											adnext		Yes	dosbox.exe	
DOS00787	Ancient Domains of Mystery	ADOM		C;;ADOM;|	del ADOM.PRC				adom	c:	adom_dat	c:\adom_dat del ADOM.PRC| adom|			ADOM		Yes	dosbox.exe	
DOS15204	Adskok	Adskok		C;;Adskok;|					ADSKOK	c:		c: ADSKOK|			Adskok		Yes	dosbox.exe	
DOS00715	Adult Film Cameraman	AdultFil		C;;;|					call CAMMAN	c:	AdultFil	c:\AdultFil call CAMMAN|					Yes	dosbox.exe	
DOS07321	Advance to Boardwalk	Adv2BWlk		C;;Adv2BWlk;|					BWALK	c:		c: BWALK|			Adv2BWlk		Yes	dosbox.exe	
DOS00015	Adventure	Adv87		C;;Adv87;|					adventur	c:	Adv87	c:\Adv87 adventur|			Adv87		Yes	dosbox.exe	
DOS00303	Advantage Tennis	Advantag		C;;Advantag;|					TATOU	c:	Advantag	c:\Advantag TATOU|			Advantag		Yes	dosbox.exe	
