eXoID	Game	Folder	AutoexecEcho	AutoexecMounts	AutoexecPrelauncher1	AutoexecPrelauncher2	AutoexecPrelauncher3	AutoexecPrelauncher4	AutoexecExecuteable	AutoexecLastMountPath	AutoexecLastPathChange	AutoexecPathChanges	Adir	Bdir	Cdir	Ddir	ExitFound	DOSBoxVersion	ScummVM
DOS01298	Cavequest	caveque		C;;;|					quest	c:	caveque	c:\caveque quest|					Yes	dosbox.exe	
DOS00134	Caverns City	CavernsC		C;;CavernsC;|					city	c:	CavernsC	c:\CavernsC city|			CavernsC		Yes	dosbox.exe	
DOS00135	The Caves of Dyanty	CavesOfD		C;;CavesOfD;|					run dyanty	c:	CavesOfD	c:\CavesOfD run dyanty|			CavesOfD		Yes	dosbox.exe	
DOS01304	Cavewars	cavewars		C;;;|D;IMG;Cavwar.cue;-t cdrom|					call cave	c:	cavewars	c:\cavewars call cave|				Cavwar.cue	Yes	dosbox.exe	
DOS15291	Caverns of Bob!	CavofBob		C;;CavofBob;|					cavern	c:		c: cavern|			CavofBob		Yes	dosbox.exe	
DOS15985	Cavern of the Evil Wizard	CavWiz		C;;CavWiz;|					CAVERN	c:		c: CAVERN|			CavWiz		Yes	ece4230\dosbox.exe	
DOS06029	Ruins of Cawdor	cawdor		C;;cawdor;|					call run	c:	cawdor	c:\cawdor call run|			cawdor		Yes	ece4230\dosbox.exe	
DOS06782	Club Backgammon	CBckGam		C;;CBckGam;|					call cbo	c:		c: call cbo|			CBckGam		Yes	dosbox.exe	
DOS06769	Cbgtron	Cbgtron		C;;Cbgtron;|					CBGTRON	c:		c: CBGTRON|			Cbgtron		Yes	dosbox.exe	
DOS01463	Commander Blood	cblood		C;;;|D;IMG;Commander Blood.cue;-t cdrom|					call blood	c:	cblood	c:\cblood call blood|				Commander Blood.cue	Yes	dosbox.exe	
DOS00254	Construction Bob Escapes from Hell	cbobhell		C;;cbobhell;|					bobhell	c:		c: bobhell|			cbobhell		Yes	dosbox.exe	
DOS15307	Complete Carriers at War	CCarratW		C;;CCarratW;|					call ccaw	c:		c: call ccaw|			CCarratW		Yes	ece4230\dosbox.exe	
DOS01571	Cruise for a Corpse	ccorpse		C;;ccorpse;|					call run	c:	cr256	c:\cr256 call run|			ccorpse		Yes	ece4230\dosbox.exe	
DOS17639	Command & Conquer: Red Alert - Red Dawn	ccrard		C;;ccrard;|D;IMG;Command & Conquer - Red Alert (USA) (Allied Disc) (Rerelease) (19991021).cue/Command & Conquer - Red Alert (USA) (Soviet Disc) (Rerelease) (19991021).cue;-t cdrom|e;IMG;REDDAWN.iso;-t cdrom|					call run	c:		c: call run|			ccrard	Command & Conquer - Red Alert (USA) (Allied Disc) (Rerelease) (19991021).cue/Command & Conquer - Red Alert (USA) (Soviet Disc) (Rerelease) (19991021).cue	Yes	ece4230\dosbox.exe	
DOS07629	Center Court Tennis	CCTennis		C;;CCTennis;|					tennis	c:		c: tennis|			CCTennis		Yes	dosbox.exe	
DOS01307	CD-Man Version 2.0	CDManVe		C;;CDManVe;|					call run	c:	CDManVe	c:\CDManVe call run|			CDManVe		Yes	dosbox.exe	
DOS01308	C-Dogs	CDogs		C;;CDogs;|					cdogs	c:	CDogs	c:\CDogs cdogs|			CDogs		Yes	dosbox.exe	
DOS01390	Circuit's Edge	cedge		C;;;|					call run	c:	cedge	c:\cedge call run|					Yes	ece4230\dosbox.exe	
DOS15292	Cefalus	cefalus		C;;cefalus;|					CEFALUS	c:		c: CEFALUS|			cefalus		Yes	dosbox.exe	
DOS01312	Cell Block A	CellBloc		C;;CellBloc;|	cwsdpmi -x				cell	c:	CellBloc	c:\CellBloc cwsdpmi -x| cell|			CellBloc		Yes	dosbox.exe	
DOS01313	Celtic Tales: Balor of the Evil Eye	celttale		C;;celttale;|D;IMG;Celtic.Tales.Balor.of.the.Evil.Eye.cue;-t cdrom|					call run	c:		c: call run|			celttale	Celtic.Tales.Balor.of.the.Evil.Eye.cue	Yes	ece4230\dosbox.exe	
DOS07382	Centipede (IBM)(1983)	Cent83		C;;Cent83;|					ctp	c:		c: ctp|			Cent83		Yes	dosbox.exe	
DOS01316	Centurion: Defender of Rome	centdor		C;;;|					call run	c:	centdor	c:\centdor call run|					Yes	ece4230\dosbox.exe	
DOS01315	Central Intelligence	centint		C;;centint;|D;IMG;CEN_INTL.cue;-t cdrom|					\cen_intl\anim\play.exe	d:		c: d: \cen_intl\anim\play.exe|			centint	CEN_INTL.cue	Yes	dosbox.exe	
DOS05848	Centipede (Atari)(1983)	Centiped		C;;Centiped;|					CENTIPED	c:	Centiped	c:\Centiped CENTIPED|			Centiped		Yes		
DOS01314	Centerfold Squares	centsqr		C;;centsqr;|					CFSFIX	c:		c: CFSFIX|			centsqr		Yes	dosbox.exe	
DOS01317	C.E.O.	CEO		C;;CEO;|D;IMG;CEO.cue;-t cdrom|					call CEO	c:	CEO	c:\CEO call CEO|			CEO	CEO.cue	Yes	dosbox.exe	
DOS00136	Cercla: The Game	CerclaT		C;;CerclaT;|					call cercla	c:	CerclaT	c:\CerclaT call cercla|			CerclaT		Yes	dosbox.exe	
DOS01488	The Computer Edition of Risk: The World Conquest Game	cerisk		C;;;|					risk	c:	cerisk	c:\cerisk risk|					Yes	dosbox.exe	
DOS01318	Cervii	cervii		C;;cervii;|					CERVII	c:		c: CERVII|			cervii		Yes	dosbox.exe	
DOS01489	The Computer Edition of Scrabble Brand Crossword Game	cescrabb		C;;;|					scrabblc	c:	cescrabb	c:\cescrabb scrabblc|					Yes	dosbox.exe	
DOS16199	Computer Facts in 5	CF5		A;IMG;DISK.IMA;-t floppy|C;;CF5;|					c:\basic boot.bas	a:		a: c:\basic boot.bas|	DISK.IMA		CF5		Yes	ece4230\dosbox.exe	
DOS06658	CGA Cave	CGACave		C;;CGACave;|					CGACAVE	c:		c: CGACAVE|			CGACave		Yes	dosbox.exe	
DOS15293	Chadwick and the Sneaky Egg Thief	Chadwick		C;;Chadwick;|					call eggthief	c:		c: call eggthief|			Chadwick		Yes	dosbox.exe	
DOS01319	Chagunitzu	chagunit		C;;;|					chag	c:	chagunit	c:\chagunit chag|					Yes	dosbox.exe	
DOS01320	Chain Reaction (1996)	chainrea		C;;chainrea;|					chainr	c:		c: chainr|			chainrea		Yes		
DOS01321	Challenge of the Five Realms	chal5r		C;;chal5r;|					call run	c:		c: call run|			chal5r		Yes	ece4230\dosbox.exe	
DOS01331	Championship Golf: The Great Courses of the World - Volume One: Pebble Beach	chamgolf		C;;;|					call run.bat	c:	chamgolf	c:\chamgolf call run.bat|					Yes	staging0.81.0a\dosbox.exe	
DOS05849	Championship Lode Runner	chamlode		C;;chamlode;|					call run.bat	c:		c: call run.bat|			chamlode		Yes	staging0.81.0a\dosbox.exe	
DOS01324	CHAMP Asterocks	CHAMPAst		C;;CHAMPAst;|	loadfix				call asterock	c:	champ	c:\champ loadfix| call asterock|			CHAMPAst		Yes	dosbox.exe	
DOS01330	Championship Baseball	ChampBs		C;;ChampBs;|					call baseball	c:		c: call baseball|			ChampBs		Yes	ece4230\dosbox.exe	
DOS01325	CHAMP Centiped-em	ChampCen		C;;ChampCen;|					call CENTIPED	c:	Champ	c:\Champ call CENTIPED|			ChampCen		Yes	dosbox.exe	
DOS01328	CHAMP Invaders	CHAMPInv		C;;CHAMPInv;|					call INVADERS	c:	CHAMP	c:\CHAMP call INVADERS|			CHAMPInv		Yes	dosbox.exe	
DOS01343	CHAMP Kong	CHAMPKon		C;;CHAMPKon;|					CALL KONG	c:	CHAMP	c:\CHAMP CALL KONG|			CHAMPKon		Yes	dosbox.exe	
DOS01332	Championship Manager	champmn		C;;champmn;|					call run	c:		c: call run|			champmn		Yes	ece4230\dosbox.exe	
DOS01333	Championship Manager 2	champmn2		C;;;|D;IMG;IMAGE.cue;-t cdrom|					call go	c:	champmn2	c:\champmn2 call go|				IMAGE.cue	Yes	ece4230\dosbox.exe	
DOS01344	CHAMP Ms. Pac-em	CHAMPMsP		C;;CHAMPMsP;|					call mspacem	c:	CHAMP	c:\CHAMP call mspacem|			CHAMPMsP		Yes	dosbox.exe	
DOS01345	CHAMP Pac-em	CHAMPPac		C;;CHAMPPac;|					call pacem	c:	CHAMP	c:\CHAMP call pacem|			CHAMPPac		Yes	dosbox.exe	
DOS01329	Champion of the Raj	champraj		C;;champraj;|					huge	c:		c: huge|			champraj		Yes	ece4230\dosbox.exe	
DOS01342	Champions of Zulula: Elite Edition	ChampZuE		C;;ChampZuE;|					zulula	c:	ChampZuE	c:\ChampZuE zulula|			ChampZuE		Yes	dosbox.exe	
DOS01341	Champions of Zulula	ChampZul		C;;ChampZul;|					ZULULA	c:	ChampZul	c:\ChampZul ZULULA|			ChampZul		Yes	dosbox.exe	
DOS01346	Change Maker	ChangeMa		C;;;|					cmaker	c:	ChangeMa	c:\ChangeMa cmaker|					Yes	dosbox.exe	
DOS07949	Chang Go Ji Gi	ChangGo		C;;ChangGo;|					sok	c:		c: sok|			ChangGo		Yes	dosbox.exe	
DOS00010	A Change in the Weather	chanweat		C;;chanweat;|					frotz weather.z5	c:		c: frotz weather.z5|			chanweat		Yes	dosbox.exe	
DOS01347	Chaos Control	ChaosCon		C;;ChaosCon;|D;IMG;CHAOS.cue;-t cdrom|					chaos	d:		d: chaos|			ChaosCon	CHAOS.cue	Yes	dosbox.exe	
DOS00034	Chaos in Space!	ChaosinS		C;;ChaosinS;|					chaos	c:	ChaosinS	c:\ChaosinS chaos|			ChaosinS		Yes	dosbox.exe	
DOS06447	Char	Char		C;;Char;|					char	c:		c: char|			Char		Yes	dosbox.exe	
DOS01348	The Charge of the Light Brigade	charlb		C;;;|					clb	c:	charlb	c:\charlb clb|					Yes	dosbox.exe	
DOS01349	Charlie Chaplin	CharlieC		C;;CharlieC;|	ASPECT FALSE				charly	c:	CharlieC	ASPECT FALSE| c:\CharlieC charly|			CharlieC		Yes	dosbox.exe	
DOS01350	Charlie II	CharlieI		C;;CharlieI;|					ch2dos	c:	CharlieI	c:\CharlieI ch2dos|			CharlieI		Yes	ece4230\dosbox.exe	
DOS01351	Charlie the Duck	Charliet		C;;Charliet;|					call run	c:	Charliet	c:\Charliet call run|			Charliet		Yes	ece4230\dosbox.exe	
DOS06448	Charly the Clown	Charlyt		C;;Charlyt;|	JEMMEX FRAME=E000 LOAD				call clown	c:	jemm\Charly	c:\jemm JEMMEX FRAME=E000 LOAD|\Charly call clown|			Charlyt		Yes	ece4230\dosbox.exe	
DOS01353	Chasm: The Rift	ChasmThe		C;;ChasmThe;|D;IMG;CHASMPR.cue;-t cdrom|					call run	c:		c: call run|			ChasmThe	CHASMPR.cue	Yes	ece4230\dosbox.exe	
DOS15922	Chateau Gaillard	ChatGail		C;;ChatGail;|					call CHATEAU	c:		c: call CHATEAU|			ChatGail		Yes	dosbox.exe	
DOS17478	Championship Backgammon	chbg		C;;chbg;|					gammon	c:		c: gammon|			chbg		Yes	ece4230\dosbox.exe	
DOS06517	Championship Blackjack	ChBlkJck		C;;ChBlkJck;|					bjack	c:		c: bjack|			ChBlkJck		Yes	dosbox.exe	
DOS06772	Checkers (1989)	Checkr89		C;;Checkr89;|					checkers	c:		c: checkers|			Checkr89		Yes		
DOS01354	Cheesy Invaders	CheesyIn		C;;CheesyIn;|					inv	c:	CheesyIn	c:\CheesyIn inv|			CheesyIn		Yes	dosbox.exe	
DOS07505	Chemical Warfare	ChemWar		C;;ChemWar;|					cw	c:		c: cw|			ChemWar		Yes	dosbox.exe	
DOS07887	Cheon'gong Cheon'gi	CheoGong		C;;CheoGong;|					cgcg	c:		c: cgcg|			CheoGong		Yes	dosbox.exe	
DOS00463	Invincible Fighter	Cheonha		C;;Cheonha;|					call run	c:		c: call run|			Cheonha		Yes	ece4230\dosbox.exe	
DOS01355	Chess (1981)	chess81		C;;;|					chess	c:	chess81	c:\chess81 chess|					Yes		
DOS01356	Chess88	chess88		C;;;|					chess	c:	chess88	c:\chess88 chess|					Yes	dosbox.exe	
DOS17479	ChessGenius	ChessGen		C;IMG;ChessGenius3.img;-size 512,8,2,384|					cg3dos	c:		c: cg3dos|			ChessGenius3.img		Yes	ece4230\dosbox.exe	
DOS06518	Chess Housers (1990)	ChessH90		C;;ChessH90;|					chess	c:		c: chess|			ChessH90		Yes		
DOS01357	Chess Housers (1993)	ChessH93		C;;ChessH93;|					chess	c:		c: chess|			ChessH93		Yes		
DOS00380	Chess (1995)	chessKS		C;;chessKS;|					call run	c:		c: call run|			chessKS		Yes		
DOS01358	The Chessmaster 2000	chessms2		C;;;|					cm	c:	chessms2	c:\chessms2 cm|					Yes	dosbox.exe	
DOS01359	The Chessmaster 3000	chessms3		C;;;|					cm3000	c:	chessms3	c:\chessms3 cm3000|					Yes	dosbox.exe	
DOS01360	Chess Player 2150	chessp21		C;;;|					call chess	c:	chessp21	c:\chessp21 call chess|					Yes	dosbox.exe	
DOS01477	Complete Chess System	chesssys		C;;;|					chess	c:	chesssys	c:\chesssys chess|					Yes	dosbox.exe	
DOS01362	Chess Wars: A Medieval Fantasy	chesswar		C;;;|D;IMG;Chess Wars Disc1.iso/Chess Wars Disc2.iso;-t cdrom|					call run	c:	chesswar	c:\chesswar call run|				Chess Wars Disc1.iso/Chess Wars Disc2.iso	Yes	ece4230\dosbox.exe	
DOS01363	Chesterland Adventure	chester		C;;;|					chester1	c:	chester	c:\chester chester1|					Yes	dosbox.exe	
DOS01364	Chewy: Esc from F5	chewy		C;;chewy;|D;IMG;chewy.cue;-t cdrom|					chewy	c:	CHEWY_F5	c:\CHEWY_F5 chewy|			chewy	chewy.cue	Yes	dosbox.exe	
DOS01365	Chex Quest	ChexQ		C;;ChexQ;|D;IMG;CHEX_QUEST.iso;-t cdrom|					call run	c:		c: call run|			ChexQ	CHEX_QUEST.iso	Yes	ece4230\dosbox.exe	
DOS01366	Chex Quest 2	ChexQ2		C;;;|					call run	c:	ChexQ2	c:\ChexQ2 call run|					Yes	ece4230\dosbox.exe	
DOS00253	Chex Quest 3	ChexQ3		C;;;|					call run	c:	ChexQ3	c:\ChexQ3 call run|					Yes	ece4230\dosbox.exe	
DOS01326	CHAMP Galagon	CHGalag		C;;CHGalag;|					call GALAGON	c:	champ	c:\champ call GALAGON|			CHGalag		Yes	dosbox.exe	
DOS01327	CHAMP Galaxia	CHGalax		C;;CHGalax;|					call GALAXIA	c:	champ	c:\champ call GALAXIA|			CHGalax		Yes	dosbox.exe	
DOS01367	Chicago 90	Chicago9		C;;;|					call ch90	c:	Chicago9	c:\Chicago9 call ch90|					Yes	dosbox.exe	
DOS01369	Chickens	Chicken		C;;Chicken;|	mreset				chickens	c:	Chicken	c:\Chicken mreset| chickens|			Chicken		Yes	ece4230\dosbox.exe	
DOS01370	Chickens 2	Chicken2		C;;Chicken2;|	mreset				chicken2	c:	Chicken2	c:\Chicken2 mreset| chicken2|			Chicken2		Yes	dosbox.exe	
DOS00035	Chicks Dig Jerks	ChicksDi		C;;ChicksDi;|					chix	c:	ChicksDi	c:\ChicksDi chix|			ChicksDi		Yes	dosbox.exe	
DOS01371	The Child Murderer	childmur		C;;;|					cm	c:	childmur	c:\childmur cm|					Yes	dosbox.exe	
DOS01372	Chill Manor	ChillMan		C;;ChillMan;|D;IMG;Chill Manor.cue;-t cdrom|					call chill	c:	chill	c:\chill call chill|			ChillMan	Chill Manor.cue	Yes	dosbox.exe	
DOS00036	Chimaera	Chimaera		C;;Chimaera;|					chimaera	c:	Chimaera	c:\Chimaera chimaera|			Chimaera		Yes	dosbox.exe	
DOS01373	Chinese Checkers	chinchek		C;;;|					CHINESE.EXE	c:	chinchek	c:\chinchek CHINESE.EXE|					Yes	dosbox.exe	
DOS06659	Chinapetrol Phobos Mining Mission	ChinPetr		C;;ChinPetr;|					MINEY	c:		c: MINEY|			ChinPetr		Yes	dosbox.exe	
DOS01375	Chip's Challenge	chipchal		C;;;|					chips	c:	chipchal	c:\chipchal chips|					Yes	ece4230\dosbox.exe	
DOS01374	Chip 'n Dale Rescue Rangers: The Adventures in Nimnul's Castle	ChipNDal		C;;ChipNDal;|					rr	c:	ChipNDal	c:\ChipNDal rr|			ChipNDal		Yes	dosbox.exe	
DOS06770	CHAMP Centipede	ChmpCent		C;;ChmpCent;|					chmpcent	c:		c: chmpcent|			ChmpCent		Yes	dosbox.exe	
DOS01335	Championship Manager 2: The European Leagues	chmpmn2i		C;;chmpmn2i;|D;IMG;CM2_EURO_LEAGUES.iso;-t cdrom|					call run	c:		c: call run|			chmpmn2i	CM2_EURO_LEAGUES.iso	Yes	ece4230\dosbox.exe	
DOS01336	Championship Manager 93/94	chmpmn93		C;;;|					call run	c:	chmpmn93	c:\chmpmn93 call run|					Yes	ece4230\dosbox.exe	
DOS01337	Championship Manager 96/97	chmpmn96		C;;chmpmn96;|D;IMG;CM2ENGITY.CUE;-t cdrom|					call go	c:	CM2	c:\CM2 call go|			chmpmn96	CM2ENGITY.CUE	Yes	ece4230\dosbox.exe	
DOS01338	Championship Manager: Season 97/98	chmpmn97		C;;chmpmn97;|D;IMG;CM 98 V 2 81.cue;-t cdrom|					call cm2	c:	CM9798	c:\CM9798 call cm2|			chmpmn97	CM 98 V 2 81.cue	Yes	dosbox.exe	
DOS01339	Championship Manager: End of 1994 Season Data Up-date Disk	chmpmnes		C;;;|					call run	c:	chmpmnes	c:\chmpmnes call run|					Yes	ece4230\dosbox.exe	
DOS06771	CHAMP Ms. Pacman	ChmpMsPc		C;;ChmpMsPc;|					MSPACLT	c:		c: MSPACLT|			ChmpMsPc		Yes	dosbox.exe	
DOS07405	Chain Reaction (1990)	chnrct90		C;;chnrct90;|					reaction	c:		c: reaction|			chnrct90		Yes		
DOS01376	Chomps	Chomps		C;;Chomps;|					chomp	c:	Chomps	c:\Chomps chomp|			Chomps		Yes	dosbox.exe	
DOS07715	Choo Choo Minder	ChooChoo		C;;ChooChoo;|					VAGON	c:		c: VAGON|			ChooChoo		Yes	dosbox.exe	
DOS01377	Choose an Enemy	Choosean		C;;Choosean;|					game	c:	Choosean	c:\Choosean game|			Choosean		Yes	dosbox.exe	
DOS06519	Chopper Commando	ChopComm		C;;ChopComm;|					chopper2	c:		c: chopper2|			ChopComm		Yes	dosbox.exe	
DOS15129	Chopper Duel	ChopDuel		C;;ChopDuel;|					CHOPDUEL	c:		c: CHOPDUEL|			ChopDuel		Yes	dosbox.exe	
DOS01378	Choy-Lee-Fut Kung-Fu Warrior	ChoyLee		C;;ChoyLee;|					lee	c:	ChoyLee	c:\ChoyLee lee|			ChoyLee		Yes	dosbox.exe	
DOS15294	Championship Poker	CHPok88		C;;CHPok88;|					poker	c:		c: poker|			CHPok88		Yes	dosbox.exe	
DOS00011	Christminster	chrimins		C;;chrimins;|					frotz minster.z5	c:		c: frotz minster.z5|			chrimins		Yes	dosbox.exe	
DOS01379	Christmas Matchup	chrismat		C;;;|					CHRMAMUP.EXE	c:	chrismat	c:\chrismat CHRMAMUP.EXE|					Yes	dosbox.exe	
DOS00037	Christian Text Adventure #1	Christia		C;;Christia;|					ADVENT CTA-1	c:	Christia	c:\Christia ADVENT CTA-1|			Christia		Yes	dosbox.exe	
DOS00038	The Chronicles of Aarbron Trilogy	Chronicl		C;;Chronicl;|					call run	c:	Chronicl	c:\Chronicl call run|			Chronicl		Yes	dosbox.exe	
DOS06774	Chess and Checkers	ChsChck		C;;ChsChck;|					GAMEBORD	c:		c: GAMEBORD|			ChsChck		Yes	dosbox.exe	
DOS07437	Chess Simulator	chssim90		C;;chssim90;|					TATOU	c:		c: TATOU|			chssim90		Yes	dosbox.exe	
DOS15986	Chub Gam 3D: Director's Cut	CHUB3D		C;;CHUB3D;|					CHUBGAM	c:		c: CHUBGAM|			CHUB3D		Yes	ece4230\dosbox.exe	
DOS01384	Chuckie Egg	ChuckieE		C;;ChuckieE;|					chuckie	c:	ChuckieE	c:\ChuckieE chuckie|			ChuckieE		Yes	dosbox.exe	
DOS01386	Chuck Yeager's Advanced Flight Trainer 2.0	ChukTAF2	.[13][10]Every code is LPS, in lowercase.[13][10].[13][10]	C;;;|					chuck	c:	ChukTAF2	c:\ChukTAF2 chuck|					Yes	dosbox.exe	
DOS01387	Chuck Yeager's Air Combat	ChukYAC		C;;;|					YEAGER	c:	ChukYAC	c:\ChukYAC YEAGER|					Yes	dosbox.exe	
DOS01385	Chuck Yeager's Advanced Flight Trainer	ChukYAFT		C;;ChukYAFT;|					call run	c:	ChukYAFT	c:\ChukYAFT call run|			ChukYAFT		Yes	dosbox.exe	
DOS01388	CIA Adventure	ciaadv		C;;;|					call runme	c:	ciaadv	c:\ciaadv call runme|					Yes	dosbox.exe	
DOS15429	Guía Ciclismo '97	Ciclismo		C;;Ciclismo;|D;IMG;CICLISMO97.iso;-t cdrom|					CICLISMO	c:	Ciclismo	c:\Ciclismo CICLISMO|			Ciclismo	CICLISMO97.iso	Yes	dosbox.exe	
DOS15296	Circus Games (1988)	CircGa88		C;;CircGa88;|					circus	c:	circus	c:\circus circus|			CircGa88		Yes		
DOS15295	Circus Games (1989)	CircGa89		C;;CircGa89;|					call game	c:	ega	c:\ega call game|			CircGa89		Yes		
DOS06775	Circlink	Circlink		C;;Circlink;|					circlink	c:		c: circlink|			Circlink		Yes	dosbox.exe	
DOS07716	Circus	Circus95		C;;Circus95;|					call play	c:		c: call play|			Circus95		Yes	dosbox.exe	
DOS01391	Circus Attractions	CircusAt		C;;CircusAt;|					call cav	c:		c: call cav|			CircusAt		Yes	ece4230\dosbox.exe	
DOS00447	Circus Quest	circusqu		C;;circusqu;|					sciv	c:		c: sciv|			circusqu		Yes	dosbox.exe	
DOS15987	Circuit Racer	CirRacer		C;;CirRacer;|					call run	c:		c: call run|			CirRacer		Yes	dosbox.exe	
DOS01392	Cisco Heat: All American Police Car Race	CiscoHea	.[13][10]All sound modes are active and can be selected at the first menu:[13][10]Internal (PC Speaker)[13][10]Adlib[13][10]Roland[13][10]Tandy[13][10].[13][10]	C;;;|					cisco	c:	CiscoHea	c:\CiscoHea cisco|					Yes	ece4230\dosbox.exe	
DOS15297	Citizens: Backwater Affairs!	CitBAff		C;;CitBAff;|					call run	c:	citizens	c:\citizens call run|			CitBAff		Yes	ece4230\dosbox.exe	
DOS01394	The City of Lost Children	CITE		C;;;|D;IMG;TCOLC.cue;-t cdrom|					call c.bat	c:	cite	c:\cite call c.bat|				TCOLC.cue	Yes	dosbox.exe	
DOS15921	The Citadel of Pershu	CitPersh		C;;CitPersh;|					call CITADEL	c:		c: call CITADEL|			CitPersh		Yes	dosbox.exe	
DOS01393	C.I.T.Y. 2000	CITY2000		C;;;|D;IMG;CITY2000.cue;-t cdrom|					call london	c:	city2000	c:\city2000 call london|				CITY2000.cue	Yes	dosbox.exe	
DOS07256	City	City89	.[13][10]The password is GoldDust[13][10].[13][10]	C;;City89;|					city	c:		c: city|			City89		Yes		
DOS15540	City Beneath the Surface	CityBtS		C;;CityBtS;|	loadfix -25				cbs	c:		c: loadfix -25| cbs|			CityBtS		Yes	dosbox.exe	
DOS00137	City of Madness	CityofMa		C;;CityofMa;|					dred3	c:	CityofMa	c:\CityofMa dred3|			CityofMa		Yes	dosbox.exe	
DOS06776	CityRunner	CityRunn		C;;CityRunn;|					city	c:		c: city|			CityRunn		Yes	dosbox.exe	
DOS01396	Civil War (1983)	civilwar		C;;;|					call runme	c:	civilwar	c:\civilwar call runme|					Yes		
DOS17480	Civil War (1993)	CivW95		C;;CivW95;|					call CIVIL	c:		c: call CIVIL|			CivW95		Yes		
DOS15783	The Civil War (1987)	CivWar87		C;;CivWar87;|					Cwi	c:		c: Cwi|			CivWar87		Yes	ece4230\dosbox.exe	
DOS06777	Civil War Battleset	CivWarBS		C;;CivWarBS;|					call cw /s	c:		c: call cw /s|			CivWarBS		Yes	dosbox.exe	
DOS01397	The Civil War (1995)	civwart		C;;civwart;|D;IMG;Civil War, The (1995).iso;-t cdrom|					call run	c:		c: call run|			civwart	Civil War, The (1995).iso	Yes	dosbox.exe	
DOS01398	CJ in the USA	CJintheU		C;;CJintheU;|					cjusa	c:	CJintheU	c:\CJintheU cjusa|			CJintheU		Yes	dosbox.exe	
DOS01399	CJ's Elephant Antics	CJsEleph		C;;CJsEleph;|					cj	c:	CJsEleph	c:\CJsEleph cj|			CJsEleph		Yes	dosbox.exe	
DOS01464	Commander Keen 1: Marooned on Mars	CKeen1		C;;CKeen1;|					keen1	c:	CKeen1	c:\CKeen1 keen1|			CKeen1		Yes	ece4230\dosbox.exe	
DOS01465	Commander Keen 2: The Earth Explodes	CKeen2		C;;CKeen2;|					keen2	c:	CKeen2	c:\CKeen2 keen2|			CKeen2		Yes	ece4230\dosbox.exe	
DOS01466	Commander Keen 3: Keen Must Die!	CKeen3		C;;CKeen3;|					keen3	c:	CKeen3	c:\CKeen3 keen3|			CKeen3		Yes	ece4230\dosbox.exe	
DOS01467	Commander Keen 4: Secret of the Oracle	CKeen4		C;;CKeen4;|					keen4	c:	CKeen4	c:\CKeen4 keen4|			CKeen4		Yes	dosbox.exe	
DOS01468	Commander Keen 5: The Armageddon Machine	CKeen5		C;;CKeen5;|					keen5	c:	CKeen5	c:\CKeen5 keen5|			CKeen5		Yes	dosbox.exe	
DOS01469	Commander Keen 6: Aliens Ate My Baby Sitter!	CKeen6		A;IMG;ALIENS_D1.IMA/ALIENS_D2.IMA/ALIENS_D3.IMA;-t floppy|C;;CKeen6;|					POGO6	c:	KEEN	c:\KEEN POGO6|	ALIENS_D1.IMA/ALIENS_D2.IMA/ALIENS_D3.IMA		CKeen6		Yes	ece4230\dosbox.exe	
DOS15132	Commander Keen 7: The Keys of Krodacia	CKeen7		C;;CKeen7;|					KEEN7	c:		c: KEEN7|			CKeen7		Yes	dosbox.exe	
DOS15131	Commander Keen 8: Dead in the Desert	CKeen8		C;;CKeen8;|					KEEN8	c:		c: KEEN8|			CKeen8		Yes	dosbox.exe	
DOS15130	Commander Keen 9: Battle of the Brains	CKeen9		C;;CKeen9;|					KEEN9	c:		c: KEEN9|			CKeen9		Yes	dosbox.exe	
DOS01473	Commander Keen: Keen Dreams	CKeenDr		C;;CKeenDr;|					kdreams /comp	c:	CKeenDr	c:\CKeenDr kdreams /comp|			CKeenDr		Yes	dosbox.exe	
DOS01340	Champions of Krynn	ckrynn		C;;;|					call start	c:	ckrynn	c:\ckrynn call start|					Yes	ece4230\dosbox.exe	
DOS15298	Claas: Der Erntespezialist	ClaasDer		C;;ClaasDer;|					call CLAAS	c:		c: call CLAAS|			ClaasDer		Yes	dosbox.exe	
DOS01401	Clash of Steel: World War II, Europe 1939-45	clashsw2		C;;;|					call cos	c:	clashsw2	c:\clashsw2 call cos|					Yes	dosbox.exe	
DOS00338	Classic Concentration: 2nd Edition	classcn2		C;;;|					classic2	c:	classcn2	c:\classcn2 classic2|					Yes	dosbox.exe	
DOS00337	Classic Concentration	classcon		C;;;|					classic	c:	classcon	c:\classcon classic|					Yes	dosbox.exe	
DOS15929	Club Casino	ClbCas		C;;ClbCas;|					call MENU	c:		c: call MENU|			ClbCas		Yes	dosbox.exe	
DOS06781	Clock Solitaire	ClckSoli		C;;ClckSoli;|					clock	c:		c: clock|			ClckSoli		Yes	dosbox.exe	
DOS06780	CleanUp	CleanUp		C;;CleanUp;|					CLEANUP	c:		c: CLEANUP|			CleanUp		Yes	dosbox.exe	
DOS07627	Clearer	Clearer		C;;Clearer;|	ASPECT FALSE				CLEARER	c:		c: ASPECT FALSE| CLEARER|			Clearer		Yes	dosbox.exe	
